Date       Tmax    Tmin    Rain    Evap    Radn    VP      RHmaxT  RHminT
 31/01/2004    23.2     6.8     0.2     5.2    21.7    10.7    37.6     100
  1/02/2004    27.3     7.6       0       9    29.3    10.9      30     100
  2/02/2004    26.5      13       0     6.8    19.1    14.9      43    99.6
  3/02/2004    26.2    10.2       0       7    27.1    11.7    34.4    94.1
  4/02/2004    27.8     9.8       0     6.4    23.6    12.1    32.4    99.9
  5/02/2004    32.2    12.1       0    10.6    28.9    14.7    30.6     100
  6/02/2004    34.7    10.4       0     9.4    27.5    10.7    19.3    84.9
  7/02/2004    35.9    12.8       0     9.8    26.1    10.9    18.4    73.8
  8/02/2004    36.5    13.5     0.8     8.2    22.5    16.2    26.5     100
  9/02/2004    29.3    19.3       0     4.8     9.8    19.5    47.9    87.1
 10/02/2004    34.4    15.2       0     8.6    21.1    17.4      32     100
 11/02/2004    29.5    19.7     9.8     4.2    12.8    21.6    52.4    94.2
 12/02/2004    33.9    18.6       0     6.8    24.2      21    39.7      98
 13/02/2004    36.4      19       0       9    25.4    20.4    33.6    92.9
 14/02/2004    38.7    18.1       0     9.4    26.5    17.7    25.7    85.3
 15/02/2004    35.9    17.5       0     5.2    18.8    20.5    34.7     100
 16/02/2004    29.8    18.6       0       8    24.5    21.2    50.5      99
 17/02/2004    33.2    12.9       0     8.8    27.9    12.5    24.6    84.1
 18/02/2004    33.6    15.7       0       7    25.3    15.2    29.2    85.3
 19/02/2004    35.6    12.9       0     8.6    27.1    16.2    27.9     100
 20/02/2004    35.5    12.3       0      12    27.3    14.4    24.9     100
 21/02/2004    37.9    17.4       1    15.6    26.2    13.7    20.8      69
 22/02/2004      25    17.5       1     2.2    10.4    14.3    45.2    71.5
 23/02/2004      26    11.5       0       8    25.1    12.6    37.5    92.9
 24/02/2004    16.2    12.6     8.2     1.6     6.3    11.3    61.4    77.5
 25/02/2004    19.7    12.6     0.4     2.6     9.2      15    65.4     100
 26/02/2004    25.5    11.6       0     5.2    24.1    10.9    33.4    79.9
 27/02/2004      28     7.2       0       8    25.8    11.2    29.6     100
 28/02/2004    30.8     9.8       0     9.6    25.3    12.2    27.5     100
 29/02/2004      26      11       0      12    26.2     8.2    24.4    62.5
  1/03/2004    24.9     7.2       0       4    26.1     7.1    22.6    69.9
  2/03/2004    26.1     9.2       0     3.2    24.7    10.5    31.1    90.3
  3/03/2004      28     9.3       0     6.8    23.8    12.1      32     100
  4/03/2004    28.2     8.2       0     7.4    25.8      13      34     100
  5/03/2004    33.2     7.7       0     7.6    25.2     8.9    17.5    84.7
  6/03/2004    21.2    14.5       4     2.2    10.2    14.3    56.8    86.7
  7/03/2004    26.9    16.3     0.4     4.4    14.7    18.9    53.3     100
  8/03/2004    30.9    17.1       0     9.4    22.3    20.1      45     100
  9/03/2004    30.4    12.2       0     7.6    17.8    15.5    35.7     100
 10/03/2004      24     9.3       0       4      19    13.4    44.9     100
 11/03/2004    23.1    11.7       0       4    15.5      12    42.5    87.3
 12/03/2004    24.3    12.6       0     4.8    12.3    13.9    45.8    95.3
 13/03/2004    26.9     7.1       0     5.8    20.3    11.4    32.2     100
 14/03/2004      27    12.1       0       4      22    14.4    40.4     100
 15/03/2004    28.6    12.4       0     6.6    19.7    15.1    38.6     100
 16/03/2004    26.5    11.9       0     5.6    19.4    14.1    40.7     100
 17/03/2004    27.2    13.8       0     5.8    19.8    14.6    40.5    92.6
 18/03/2004    25.1    12.9       0     5.4    19.3    13.9    43.6    93.5
 19/03/2004    28.3     9.8       0     6.2    21.9    13.5    35.1     100
 20/03/2004    29.7       9       0     6.6    21.5    13.4    32.1     100
 21/03/2004    22.3      14       0     4.6      15    12.4    46.1    77.6
 22/03/2004    21.9    11.6       0       8    19.1    12.1    46.1    88.6
 23/03/2004    26.7     5.8       0     4.8    21.8     9.9    28.3     100
 24/03/2004    27.5       7       0     4.6    20.7    11.8    32.1     100
 25/03/2004    29.3     9.2       0       9    20.3    13.8    33.9     100
 26/03/2004    31.1     6.2       0     8.8    20.3     6.6    14.6    69.7
 27/03/2004    26.9    11.5       0     5.2    19.7      14    39.5     100
 28/03/2004    27.6     9.8       0     6.4      20    14.1    38.2     100
 29/03/2004    28.8    11.5       0     9.6    17.8    14.7    37.1     100
 30/03/2004    21.6    11.5       0     5.6    20.1     9.2    35.7    67.8
 31/03/2004    24.6     5.1       0     7.2    19.5     9.5    30.7     100
  1/04/2004    24.3    12.7       0     7.8    19.4     8.5      28    57.9
  2/04/2004    25.7     4.7       0       4    18.3     8.8    26.7     100
  3/04/2004    26.6    11.2       0     5.8    17.4    14.4    41.4     100
  4/04/2004      19    14.1       0     2.4     7.9    12.3      56    76.5
  5/04/2004      19    13.7       0     3.2     7.3    12.4    56.5    79.1
  6/04/2004    24.5    14.6       0     3.2      12    13.5    43.9    81.3
  7/04/2004    21.6    10.1       0     3.6    15.4    13.4      52     100
  8/04/2004    22.9     3.8       0     4.2    18.9     9.3    33.3     100
  9/04/2004      24     4.8       0       5    18.3    10.2    34.2     100
 10/04/2004      24     5.3       0       4    16.9    11.2    37.5     100
 11/04/2004    19.8       8     0.8     1.2     9.3    12.7      55     100
 12/04/2004    25.2     6.3       0       4      18    11.3    35.3     100
 13/04/2004    24.3    10.3       0     3.2    15.4    11.5    37.9    91.9
 14/04/2004    28.8     8.2       0     3.8    13.7    11.6    29.3     100
 15/04/2004    30.7     9.2       0     4.6    13.5    10.9    24.7    93.7
 16/04/2004    29.9     9.4     1.6     6.8    16.3    10.1    23.9    85.7
 17/04/2004    20.7    13.8       0     6.6    16.9     9.2    37.7    58.3
 18/04/2004    19.8     2.6       0     4.6    17.5     7.7    33.4     100
 19/04/2004    19.8     4.2       0     3.8    14.4     9.9    42.9     100
 20/04/2004    22.4     7.6       0     3.6    16.4    11.5    42.5     100
 21/04/2004    24.5     9.2       0       4    16.1    12.5    40.7     100
 22/04/2004      25     8.2       0     3.6    16.4    12.5    39.5     100
 23/04/2004    24.5     6.4       0     7.6    13.5    10.7    34.8     100
 24/04/2004    11.4     6.7       0     2.8     7.8     8.1    60.1    82.6
 25/04/2004    17.6     5.9       0     2.6    15.6     8.7    43.3    93.7
 26/04/2004    20.6       1       0     3.4    15.8     8.6    35.5     100
 27/04/2004    19.7     7.7       0     4.2    14.5    10.7    46.6     100
 28/04/2004    19.2     4.5       0     2.8    11.2    10.7    48.1     100
 29/04/2004    18.6     8.9       0     2.2       9    10.7      50    93.9
 30/04/2004    15.5     9.6       0       6    13.6     9.7    55.1    81.2
  1/05/2004    15.1     8.3       0     3.8     8.8     6.8    39.6    62.1
  2/05/2004    11.9     1.1       0     3.4    15.2     6.2    44.5    93.8
  3/05/2004    16.8     5.9       0     6.2    15.1     7.7    40.3      83
  4/05/2004    16.7       6       0     5.6    13.7     7.9    41.6    84.5
  5/05/2004    17.2     6.5       0     3.8    14.6     7.7    39.3    79.6
  6/05/2004    18.7    -2.6       0     1.4      14       6    27.8     100
  7/05/2004    19.6     3.9       0       2    10.4     7.2    31.6    89.2
  8/05/2004    20.1     6.2       0     2.8      12    11.5    48.9     100
  9/05/2004    18.1     6.5       0     3.4    10.4    10.8      52     100
 10/05/2004    15.4     2.1       0     3.2    14.2     6.9    39.5    97.1
 11/05/2004    16.7    -3.4       0       5    11.2     6.1    32.1     100
 12/05/2004    16.7     5.4       0     2.4    11.8     9.4    49.5     100
 13/05/2004    18.1    -2.3       0     2.8    13.6     6.7    32.3     100
 14/05/2004    18.3    -3.6       0     2.2    12.9     6.5    30.9     100
 15/05/2004    18.3    -3.8       0     3.2    11.2     5.5    26.2     100
 16/05/2004    16.3    -0.9       0     2.6    12.2     6.9    37.3     100
 17/05/2004    17.8    -1.9       0     2.6    10.6     7.1    34.9     100
 18/05/2004      17       5       0       3     4.3     8.1    41.8    92.9
 19/05/2004    14.8       4       0       2      13     7.9      47    97.2
 20/05/2004    17.5    -3.3       0     1.6      11       7      35     100
 21/05/2004    19.6    -0.1       0       2    12.7     8.4    36.8     100
 22/05/2004    19.6     2.4       0     1.8      11     9.2    40.4     100
 23/05/2004    18.7     1.1       0     1.4     8.1     8.8    40.8     100
 24/05/2004    17.4     5.2     4.4     0.6     3.8     9.9    49.8     100
 25/05/2004    15.2     8.8     2.2     1.6     4.5      14    81.1     100
 26/05/2004    14.9     8.1       0     2.6     9.5    11.5    67.9     100
 27/05/2004    12.7     0.6       0     1.6    11.7     7.5    51.1     100
 28/05/2004    14.1      -4       0     3.8    10.9     6.2    38.6     100
 29/05/2004    13.7     2.8       0     2.2    12.3     6.2    39.6      83
 30/05/2004    13.8    -2.5       0     1.6      12     6.5    41.2     100
 31/05/2004    15.7    -3.3       0       2     9.4     6.8    38.1     100
  1/06/2004    14.9     1.2       0       3    11.6     8.8      52     100
  2/06/2004    15.6     4.8     1.6       2       6     6.2      35    72.1
  3/06/2004    15.1     8.7       0     3.4     7.7    10.8      63    96.1
  4/06/2004    13.2     3.6     0.2     2.8    11.8       7    46.2    88.6
  5/06/2004    12.7    -5.3       0     1.6    10.9     5.4    36.8     100
  6/06/2004    13.7    -5.7       0     1.6    10.3       5    31.9     100
  7/06/2004    15.8    -2.8       0       1    11.2     6.4    35.7     100
  8/06/2004    17.7    -1.2       0     1.4      10     7.5    37.1     100
  9/06/2004    17.8       2     2.4       2     9.2     9.4    46.1     100
 10/06/2004    15.9     7.4       0     1.4     7.6    11.6    64.2     100
 11/06/2004    13.9     5.3       0     1.6    11.5     7.2    45.4    80.9
 12/06/2004    12.8    -4.1       0     1.2     7.9       6    40.6     100
 13/06/2004      14       0       0     2.2     7.1    10.5    65.7     100
 14/06/2004    15.7     8.6     2.4     3.8     9.9    10.9    61.1    97.6
 15/06/2004    10.5     6.2     0.4     1.6     7.6     7.9    62.3    83.4
 16/06/2004    12.4       4     0.2     1.6      10     7.7    53.5    94.7
 17/06/2004    12.3    -1.2       0       2    10.3     7.1    49.7     100
 18/06/2004     8.5     3.8     2.6     2.4     5.7     7.3    65.8    91.1
 19/06/2004     8.4       5     1.4     1.6     6.2     8.9    80.8     100
 20/06/2004     8.7       2       0       2    10.1     6.2    55.1    87.9
 21/06/2004    13.9     4.2     0.2       1     9.1     9.2      58     100
 22/06/2004     8.9     0.7       0     1.6     9.7     7.7    67.6     100
 23/06/2004    13.4     2.6       0     1.8     7.9     7.8    50.8     100
 24/06/2004    11.4     3.4       0     2.6     6.9     7.9    58.6     100
 25/06/2004    10.8     6.3     0.2       2     5.8     7.6    58.7    79.7
 26/06/2004    11.5     3.4       0     1.6     8.6     7.1    52.4    91.1
 27/06/2004    11.6    -2.6       0     2.8    11.3     7.1      52     100
 28/06/2004    14.4    -1.7       0     3.2    11.3       8    48.8     100
 29/06/2004    13.9       5       0     3.2    11.1     7.1    44.7    81.4
 30/06/2004    13.4     2.5     0.6     3.8    11.1     6.3      41    86.2
  1/07/2004    10.5     2.3       0     2.6    11.6     6.2    48.9      86
  2/07/2004    14.4     4.5     0.2     2.6    11.5     7.3    44.5    86.7
  3/07/2004    13.2    -2.4       0     2.4    10.6       7    46.2     100
  4/07/2004      15     1.5       0     3.4    11.4     7.1    41.7     100
  5/07/2004    12.4       4       0     3.8     8.2     6.6    45.9    81.2
  6/07/2004    11.5     5.1       0     2.2      11     5.9    43.5    67.2
  7/07/2004     8.6     3.1     0.4     1.8     7.4       7    62.7    91.8
  8/07/2004    12.6    -5.3       0     0.6     9.7     5.8    39.8     100
  9/07/2004    13.3    -2.9     0.2     0.8     5.2     6.6    43.2     100
 10/07/2004    16.5     2.6     2.4       2     7.1    10.9    58.1     100
 11/07/2004    13.7     6.6     0.6     1.4     7.7      10    63.8     100
 12/07/2004      14     0.5     0.2     1.2     8.5     8.9    55.7     100
 13/07/2004    11.8     1.1       0       1     7.6     7.5    54.2     100
 14/07/2004    11.9    -1.9     0.2     1.4    11.1       7    50.3     100
 15/07/2004    13.2    -5.5     0.2       2    11.8     5.3      35     100
 16/07/2004      12    -5.3       0     0.8    11.2     5.6      40     100
 17/07/2004     6.5    -4.4     3.4     2.4     4.6     5.6    57.9     100
 18/07/2004     8.1    -0.5       0     2.8    11.2     5.2    48.2    88.3
 19/07/2004     9.3     0.7       0     1.2     9.9     5.9    50.4    91.8
 20/07/2004    12.4    -4.5       0       1    12.6     5.7    39.6     100
 21/07/2004    12.7    -7.3       0     1.6    12.3     5.2    35.4     100
 22/07/2004    14.3    -3.7     0.2     1.6    12.9       6    36.8     100
 23/07/2004    11.5    -0.5       0     0.8     5.4     7.8    57.5     100
 24/07/2004       9     2.9       2       1     3.1     9.6    83.7     100
 25/07/2004    12.8     7.2     0.2     1.2     5.8    10.3    69.7     100
 26/07/2004    12.8     4.6       0     1.8     8.6     8.5    57.5     100
 27/07/2004    11.9    -2.9       0     2.6    11.3     6.2    44.5     100
 28/07/2004    12.1      -2       0     2.2    10.3     6.1    43.2     100
 29/07/2004    12.2     2.6       0     1.2     8.6     8.5    59.9     100
 30/07/2004    11.9    -3.1       0       1       9     6.6    47.4     100
 31/07/2004    13.7    -4.8       0     1.2    12.8     5.9    37.7     100
  1/08/2004    13.7    -0.3       0     1.8    10.8     7.8    49.8     100
  2/08/2004    14.4    -3.5     7.8       3    10.1     6.4      39     100
  3/08/2004       8     1.7       2       2     9.6     7.4      69     100
  4/08/2004     9.9     3.4       0       2     8.8     7.3    59.9    93.7
  5/08/2004    13.3     2.5       0     3.2    12.4     7.8    51.1     100
  6/08/2004    12.1     4.2       0     2.6    12.8     8.2    58.1    99.5
  7/08/2004    12.3    -3.4       0     1.6      14     5.9    41.3     100
  8/08/2004    12.5    -1.5       0     3.2    10.8     6.9    47.6     100
  9/08/2004    13.5     1.6       0     4.4    14.4     7.8    50.4     100
 10/08/2004    12.2     3.9       0     4.2      12     5.8    40.8    71.9
 11/08/2004    15.7     0.7       0     5.4    14.5     8.4    47.1     100
 12/08/2004    12.9     5.4       0     4.6    11.6       6    40.4    66.9
 13/08/2004    14.8     5.6       5     2.6      11     6.9      41    75.9
 14/08/2004    12.4     5.3     0.6       3     9.2       9    62.5     100
 15/08/2004    11.3     2.1       0     2.2    15.1     5.8    43.3    81.6
 16/08/2004    13.4    -3.7       0     1.8      15     5.8    37.8     100
 17/08/2004    13.7     3.1       0     1.6    10.9     8.5    54.3     100
 18/08/2004    14.1     4.4       0     2.2    11.2     7.5    46.6    89.7
 19/08/2004    14.3    -2.6       0     2.4    13.4     6.8    41.7     100
 20/08/2004    15.2    -3.9       0     5.2    15.2     6.6    38.2     100
 21/08/2004    17.7     0.6       0     6.2    14.9       7    34.6     100
 22/08/2004    19.1     5.3       0     2.4    16.2     7.2    32.6    80.9
 23/08/2004    17.2    -0.6       0     1.4    17.2     7.1    36.2     100
 24/08/2004    17.4     3.2       0     3.4    15.6     9.5    47.8     100
 25/08/2004    19.6    -1.7       0       4    17.7     6.9    30.3     100
 26/08/2004    21.8    -1.7     0.2     4.4    16.8     7.1    27.2     100
 27/08/2004    21.1     6.4       0     3.2    17.9      10      40     100
 28/08/2004    19.8     2.4       0     2.6    15.2     9.6    41.6     100
 29/08/2004    14.1     4.9    20.6     3.4     4.4     9.9    61.6     100
 30/08/2004    12.5     8.8    31.6     6.2     5.3    12.1    83.5     100
 31/08/2004    14.7     5.3     0.8       1      15     9.5    56.8     100
  1/09/2004    14.9     1.6     0.2     2.8    17.4     6.3    37.2    91.9
  2/09/2004      14    -0.8       0     2.2      17     7.2    45.1     100
  3/09/2004    12.5     1.8       0     1.8    11.9     8.8    60.8     100
  4/09/2004    12.3     0.9     0.4     2.2    10.2     7.4    51.8     100
  5/09/2004    13.1     2.8     2.2     1.8    10.1     8.2    54.4     100
  6/09/2004    12.5     0.9     0.2     1.8      14     8.4      58     100
  7/09/2004    15.5    -0.7    21.4       3    12.4     7.8    44.3     100
  8/09/2004    16.4     6.3     0.4       4    16.3    11.7    62.8     100
  9/09/2004    15.5     5.9       0       3    15.8     9.8    55.7     100
 10/09/2004    15.1     5.7       0     4.2    19.2     8.8    51.3    96.1
 11/09/2004    12.9     5.2     3.2     2.8     8.9       9    60.5     100
 12/09/2004    12.9     1.4       0     3.6    19.1     5.3    35.6    78.4
 13/09/2004      15    -1.2       0     2.8      16     6.5    38.1     100
 14/09/2004    16.1    -0.5       0       5    16.3     8.4    45.9     100
 15/09/2004    15.8     7.8       0       4    16.9     7.5    41.8    70.9
 16/09/2004    17.3     5.9       0     6.8    20.6     8.2    41.5    88.4
 17/09/2004    17.7     0.9       0     3.2    19.4     8.2    40.5     100
 18/09/2004    19.1     0.6       0     3.6    18.9     8.7    39.4     100
 19/09/2004    18.8     6.3    15.6     6.8    17.7     9.9    45.6     100
 20/09/2004    17.6     2.5       0       4    21.4     8.5    42.3     100
 21/09/2004    22.1     2.4       0     3.2    22.6     8.8    33.1     100
 22/09/2004    20.8     3.3       0     5.8    17.1    10.5    42.8     100
 23/09/2004    20.2       9       0     5.2    16.8     9.5    40.1    82.8
 24/09/2004    18.7     2.9       0     4.6    22.1     9.7      45     100
 25/09/2004    18.5     5.3       0       4    18.7     9.8      46     100
 26/09/2004    21.6       2       0     4.4    22.5      10    38.8     100
 27/09/2004    22.2    11.1     1.4     4.2    12.1    12.5    46.7    94.7
 28/09/2004    22.9     9.3     2.2     3.4    15.4    13.4      48     100
 29/09/2004    23.5    12.6       0     3.6     7.3    15.9    54.9     100
 30/09/2004    18.8    10.6     6.4     4.2    15.9    11.7    53.9    91.6
  1/10/2004    13.2    10.1    15.2     3.4     5.8    11.5    75.8    93.1
  2/10/2004    18.1     8.4     1.2     2.8    18.6     9.9    47.7    89.9
  3/10/2004    20.4     4.2       2     4.2    21.1    11.2    46.8     100
  4/10/2004    20.4     6.8       0     6.6    25.1     9.4    39.2    95.2
  5/10/2004    19.9     4.4       0     3.8    20.2     9.9    42.6     100
  6/10/2004    20.4     3.3       0     5.2    24.9     9.6    40.1     100
  7/10/2004    18.5     3.7       1     4.6    16.8      11    51.7     100
  8/10/2004    17.7     6.8       0     6.8    24.6     7.1    35.1    71.9
  9/10/2004    21.6     2.5       0     4.2    25.3     8.7    33.7     100
 10/10/2004      22     4.9       0     5.8    24.2    10.9    41.2     100
 11/10/2004    24.2     5.6       0     6.2    24.8      12    39.7     100
 12/10/2004    27.9     6.8       0     8.2    26.1     9.6    25.6    97.2
 13/10/2004    29.2    10.9       0      11    25.2    10.1    24.9    77.5
 14/10/2004    25.7    15.7     0.4       7    20.6    13.1    39.7    73.5
 15/10/2004    17.2     9.6       0       6    25.9     5.4    27.5    45.2
 16/10/2004    18.7    -0.7       0     4.8    24.5     6.3    29.2     100
 17/10/2004    17.2     5.7       0     3.6    14.8     7.9    40.3    86.3
 18/10/2004    17.1     4.8       0     3.8    17.2     9.1    46.7     100
 19/10/2004    16.2     6.5       0     4.4      18     7.3    39.7    75.5
 20/10/2004    18.4     9.5     4.2       5    17.8      10    47.3    84.3
 21/10/2004    16.8    11.2     4.4     1.2     6.4    13.2      69    99.3
 22/10/2004    17.7    12.3     4.2       1     6.2    14.6    72.1     100
 23/10/2004      25     9.9       0     5.8    25.4    15.4    48.6     100
 24/10/2004    15.7    12.5    15.4     1.6       9    14.6    81.9     100
 25/10/2004    22.6     6.9       0       5    25.7    12.3    44.9     100
 26/10/2004      25     7.6       0     6.4      26    13.6    42.9     100
 27/10/2004    19.8    11.5     0.6     6.6    17.7    11.9    51.6    87.8
 28/10/2004    18.9     3.6       0     5.8    28.3     7.1    32.5    89.8
 29/10/2004    17.8     3.5       0     6.2    28.4     7.4    36.3    94.3
 30/10/2004    19.1       6       0     4.8      26     8.1    36.7    86.7
 31/10/2004      23       5       0     5.6    21.4    10.7    38.1     100
  1/11/2004    22.2     8.7     5.2     3.8    19.6    12.6    47.1     100
  2/11/2004    23.3    11.8    10.6       8    21.6    15.1    52.8     100
  3/11/2004    16.5     6.4       0     6.4      29     6.6    35.2    68.7
  4/11/2004    21.7     2.2    14.8       5    21.8     9.4    36.2     100
  5/11/2004    21.5    11.6     4.8     5.4    17.3    17.8    69.4     100
  6/11/2004    18.3    12.1       0     4.2    22.5    11.6    55.2    82.2
  7/11/2004    17.8     4.8       0     5.8    28.6     8.4    41.2    97.7
  8/11/2004    20.5     5.1       0     6.2    26.5    10.2    42.3     100
  9/11/2004    17.6      11       0     3.2    13.2    11.1    55.2    84.6
 10/11/2004    20.7     6.9     0.2     2.8    18.7    12.4    50.8     100
 11/11/2004    17.6    11.1      34     4.2     8.6    12.9    64.1    97.7
 12/11/2004    20.8    11.5     2.2     6.8    25.5    14.1    57.4     100
 13/11/2004    15.2     8.6     3.4     5.8    21.4    10.9    63.1    97.6
 14/11/2004    18.5     8.6       0     8.8      29     9.4    44.2    84.2
 15/11/2004    21.8    10.5       0       8    29.4    10.2    39.1    80.4
 16/11/2004    22.5     7.6       0     6.6    28.6    11.8    43.3     100
 17/11/2004    25.3     6.3       0     6.2    29.2    12.4    38.5     100
 18/11/2004    32.7     7.5     1.4    12.4    27.4    11.7    23.7     100
 19/11/2004    20.1    15.2     9.2     3.6     8.8    15.8    67.2    91.5
 20/11/2004    19.1     7.5       0     5.2    23.3     9.6    43.4    92.7
 21/11/2004    22.3     5.4       0     4.8    27.1     9.9    36.8     100
 22/11/2004    22.3    10.1       0     8.6    29.8    10.3    38.3    83.4
 23/11/2004    23.4     6.3       0       7    30.4     7.8    27.1    81.8
 24/11/2004    24.1     6.2       0     6.6      30      10    33.3     100
 25/11/2004    26.9      11       0     7.6    31.5    11.7      33    89.2
 26/11/2004    30.1     8.9       0       9    31.2    11.9    27.9     100
 27/11/2004    33.2    11.1       0     9.2    30.2    12.4    24.4    93.9
 28/11/2004      35    15.8       0    12.4    28.9      12    21.3    66.9
 29/11/2004    33.2    11.9       0    14.2    30.9    11.2      22    80.4
 30/11/2004    37.6    16.4       0    17.4      27    10.1    15.6    54.2
  1/12/2004    28.9    21.8     1.8     8.8    20.5      13    32.6    49.8
  2/12/2004    23.4     5.8       0     7.8    28.4     8.6    29.9    93.3
  3/12/2004      25    10.2       0     7.2    26.6      10    31.6    80.4
  4/12/2004    24.8    11.3     2.8     4.8    16.9    11.4    36.4    85.2
  5/12/2004    26.1    12.1     0.2     5.6    23.9    14.3    42.3     100
  6/12/2004    26.7     9.5       6     5.6    19.8    12.8    36.5     100
  7/12/2004    24.3    14.1       7       4    14.8    15.2      50    94.5
  8/12/2004    26.8    15.2     7.6     5.2    20.8    17.2    48.8    99.6
  9/12/2004    26.4    17.3       0     5.2    23.4    18.4    53.5    93.2
 10/12/2004    21.8    17.2    20.2     3.4     6.3      18    68.9    91.8
 11/12/2004    26.8    13.4       0       7    25.2    15.9    45.1     100
 12/12/2004    25.8      13     1.6     5.4    22.6    16.2    48.8     100
 13/12/2004      22    15.7    24.8     4.8    18.5    17.5    66.2    98.2
 14/12/2004    24.9    14.1     0.4       8      27    14.6    46.4    90.8
 15/12/2004    24.1     8.5       0       7    31.5     8.4      28    75.7
 16/12/2004    27.5    11.5       0     6.2    31.6    13.1    35.7    96.6
 17/12/2004    27.7    13.2       0    10.2    29.5    14.2    38.2    93.6
 18/12/2004    29.4    14.2       0     6.8    29.8      13    31.7    80.3
 19/12/2004    34.8    12.9       0    14.6      29    15.1    27.2     100
 20/12/2004    24.1    10.7       0     5.8    31.1     9.8    32.7    76.2
 21/12/2004    30.6     7.7       0     9.8    32.7    11.2    25.5     100
 22/12/2004    32.1    11.6       0    10.2    29.6      15    31.4     100
 23/12/2004    32.5    15.8       0     8.4    24.2      16    32.7    89.2
 24/12/2004      33    14.6       0     8.8    23.1    16.9    33.6     100
 25/12/2004    25.4    17.3       0     6.6    21.3    15.5    47.8    78.5
 26/12/2004    27.9    11.3       0     8.6    30.3    11.3    30.1    84.4
 27/12/2004    25.8    10.2       0    13.6    31.4     8.8    26.5    70.8
 28/12/2004    19.9     4.7       0     7.4    30.5     5.4    23.2    63.3
 29/12/2004    21.6     4.1       0     7.6    29.9     8.5      33     100
 30/12/2004    25.7     5.4       0     7.2    31.6     8.2    24.8    91.5
 31/12/2004    29.5     8.1       0     9.6    29.3    11.8    28.6     100
  1/01/2005    31.3    11.2       0     8.8    20.4    13.3    29.1     100
  2/01/2005      30    17.1       0      13    28.1    10.9    25.7    55.9
  3/01/2005    32.4       9       3      11    27.3    12.9    26.5     100
  4/01/2005    26.6    16.5    19.4    11.8    17.2    19.6    56.3     100
  5/01/2005    21.9    15.4       0       7    24.2    11.4    43.4    65.2
  6/01/2005    24.6    10.4       0    10.2    31.4    10.9    35.3    86.5
  7/01/2005    23.1       9       0     7.8    32.1     4.1    14.5    35.7
  8/01/2005    22.4    12.1       0     6.2    26.3     8.5    31.4    60.2
  9/01/2005    23.3    10.2       0     7.2    31.7    10.4    36.4    83.6
 10/01/2005    22.2     8.1       0     6.6    24.7    11.6    43.4     100
 11/01/2005    30.4     9.1       0     7.6    31.5    11.5    26.5    99.6
 12/01/2005    35.2    12.8       0    14.2    30.5    10.7    18.8    72.4
 13/01/2005    36.3    14.1       0    13.2    31.6    11.5      19    71.5
 14/01/2005    39.4    12.5       0    13.2    28.2    10.2    14.3    70.4
 15/01/2005    36.9    16.9       0      11      29    12.5      20      65
 16/01/2005    23.6      17       0     4.4     9.2    15.5    53.2      80
 17/01/2005      23    13.4       0     5.2    19.9    12.3    43.8    80.1
 18/01/2005    27.9      14       0       9    30.8    11.3    30.1    70.7
 19/01/2005    31.1    10.4       0     8.2    30.6    12.5    27.7    99.2
 20/01/2005    31.1    15.7      32     5.2    17.7    15.6    34.5    87.5
 21/01/2005    30.6    11.2       0       8    30.9    13.8    31.4     100
 22/01/2005    33.3    17.5       0       9    26.3    16.4    32.1      82
 23/01/2005    25.4    16.3       0     5.4    16.6    16.4    50.6    88.5
 24/01/2005    27.2    18.5       0     6.6    23.7    16.9    46.9    79.4
 25/01/2005    26.3    15.6       0     5.4    21.4    16.9    49.4    95.4
 26/01/2005    27.9    13.6       0     7.6    28.7    15.9    42.3     100
 27/01/2005    30.4    12.5       0     7.8    27.4    16.1    37.1     100
 28/01/2005    31.8    18.2       0     8.8    26.3    17.4      37    83.3
 29/01/2005    33.8    15.8     2.8     8.8    24.2    17.3    32.9    96.4
 30/01/2005    30.3    17.8       0     7.4    24.9    19.1    44.3    93.8
 31/01/2005    32.3    18.1       0     7.4    25.1    16.6    34.3      80
  1/02/2005    35.3      16     2.6     5.2    23.3    18.8    32.9     100
  2/02/2005    22.4      18      24     7.8    10.3    17.5    64.6    84.8
  3/02/2005    15.3     7.1     1.6     2.8    14.4     9.4    54.1    93.2
  4/02/2005    18.1     8.2       2     2.8    12.4    10.9    52.5     100
  5/02/2005    22.1      11       0       7    23.4    11.6    43.6    88.4
  6/02/2005    25.7     7.8       0     8.4    29.6    12.2      37     100
  7/02/2005    30.8     9.4       0       9    26.9    12.8    28.8     100
  8/02/2005    35.8    12.6       0    14.6      24    11.3    19.2    77.5
  9/02/2005    25.2    17.5       0     7.8      17    12.1    37.8    60.5
 10/02/2005    24.8    13.3       0     5.2    20.7    11.8    37.7    77.3
 11/02/2005      26      13       0     7.2    22.8    12.6    37.5    84.2
 12/02/2005      27    13.8    22.4    10.4    24.7    13.3    37.3    84.3
 13/02/2005    24.8    13.2       0     5.6    23.2    11.2    35.8    73.9
 14/02/2005    29.2    10.7       0     7.6    28.2      12    29.6    93.3
 15/02/2005    31.3    12.4       0     8.4    13.7    13.4    29.3    93.1
 16/02/2005    26.3    16.1       0      10      27     9.7    28.4      53
 17/02/2005    23.1    12.4       0     5.6      25      12    42.5    83.4
 18/02/2005    30.5    12.1       0       8    25.3      14    32.1    99.2
 19/02/2005    31.5    15.8     1.2     6.6    14.3    17.1      37    95.3
 20/02/2005    19.3    16.7    13.6     1.6     7.2    17.2    76.9    90.5
