Date	Block	T1N2O	T2N2O	T3N2O	T4N2O	T5N2O	T6N2O	T7N2O	T8N2O	T9N2O	T1CumN2O	T2CumN2O	T3CumN2O	T4CumN2O	T5CumN2O	T6CumN2O	T7CumN2O	T8CumN2O	T9CumN2O	T1pH	T2pH	T3pH	T4pH	T5pH	T6pH	T7pH	T8pH	T9pH
4/08/2011	4	0.00056562	0.015646143	0.002646292	0.000359789	0.021099856	0.001439116	0.002247047	0.02200246	0.000546736	0.0521	1.2128	0.0602	0.1941	0.9123	0.0744	0.1737	0.7742	0.2595	5.8900	6.1200	5.8200	5.7600	5.9300	5.7400	5.6400	5.5000	6.0300
11/08/2011	4	0.000395029	0.013827849	0.000432667	0.000702135	0.026811456	6.88454E-05	0.001543863	0.020984438	0.00079441	0.0524	1.2267	0.0607	0.1948	0.9391	0.0744	0.1752	0.7952	0.2603	5.9900	6.0000	6.1700	5.7400	5.7200	5.7300	5.7800	5.9300	5.7200
17/08/2011	4	0.002883198	0.027578947	0.000439357	0.001528599	0.025782193	0.004668666	0.002379374	0.030092902	0.001672918	0.0553	1.2542	0.0611	0.1963	0.9649	0.0791	0.1776	0.8253	0.2620	5.8600	5.7700	5.9100	5.7600	5.9000	5.7500	5.7500	5.6900	5.7500
24/08/2011	4	0.000721115	0.022626536	0.000263076	0.00023154	0.037002549	2.11744E-05	0.002474017	0.030392478	0.000716422	0.0561	1.2769	0.0614	0.1966	1.0019	0.0791	0.1801	0.8557	0.2627	*	*	*	*	*	*	*	*	*
1/09/2011	4	0.000871037	0.015944223	0.002471096	0.001169563	0.014357559	0.002225128	0.002919292	0.028085267	0.002679554	0.0569	1.2928	0.0638	0.1977	1.0163	0.0814	0.1830	0.8837	0.2654	5.8400	6.1700	8.4500	7.8200	6.7600	8.2900	7.1200	7.0500	8.2200
5/09/2011	4	0.000374011	0.015237354	0.014232545	0.002271755	0.008124114	0.017785352	0.001791964	0.024693451	0.018068302	0.0573	1.3080	0.0781	0.2000	1.0244	0.0991	0.1848	0.9084	0.2834	5.9300	6.4400	7.0400	6.0300	6.1800	7.1000	6.2600	5.9000	7.5800
8/09/2011	4	0.001889439	0.015032164	0.019559242	0.000745352	0.006545857	0.019612649	0.003138073	0.020656598	0.025974015	0.0592	1.3231	0.0976	0.2008	1.0309	0.1188	0.1879	0.9291	0.3094	6.3900	6.0700	6.8100	5.8800	5.9600	6.7700	5.9200	6.2300	7.3400
13/09/2011	4	3.43389E-05	0.0857348	0.064401195	0.000204373	0.000628022	0.061097206	0.028948673	0.065992121	0.058941102	0.0592	1.4088	0.1620	0.2010	1.0316	0.1799	0.2169	0.9951	0.3683	6.0600	6.1000	6.2700	6.0200	6.0000	6.1700	5.8200	5.8500	6.6600
22/09/2011	4	0.001975506	0.02144867	0.021784438	0.001207808	0.019201478	0.023203697	0.002203704	0.019584197	0.025593264	0.0612	1.4303	0.1838	0.2022	1.0508	0.2031	0.2191	1.0147	0.3939	*	*	*	*	*	*	*	*	*
29/09/2011	4	0.001699714	0.017506397	0.014158082	0.00196137	0.012849931	0.017148047	0.004934743	0.019401619	0.023324825	0.0629	1.4478	0.1980	0.2041	1.0636	0.2202	0.2240	1.0341	0.4173	5.9200	6.3900	5.7300	6.0400	6.5600	5.4000	6.1300	6.9500	5.6600
3/10/2011	4	0.004010975	0.002622038	0.114027499	0.005950619	0.000960778	0.18062629	0.016502466	0.034529076	0.126968204	0.0669	1.4504	0.3120	0.2101	1.0646	0.4008	0.2405	1.0686	0.5442	6.2000	6.1500	6.5700	6.4800	6.3500	7.2000	6.5900	7.5800	6.9200
6/10/2011	4	0.001873449	0.012882199	0.020934578	0.003942642	0.013234827	0.045577286	0.005965133	0.025719651	0.044386169	0.0688	1.4633	0.3329	0.2140	1.0778	0.4464	0.2465	1.0943	0.5886	5.8600	6.1300	6.4100	6.0600	6.0700	6.3800	6.3400	6.2400	6.0000
10/10/2011	4	0.003067567	0.016110219	0.004078798	0.000435029	0.031611209	0.007322982	0.004026806	0.011355203	0.010084983	0.0718	1.4794	0.3370	0.2145	1.1094	0.4537	0.2505	1.1057	0.5987	*	*	*	*	*	*	*	*	*
21/10/2011	4	-0.000123048	0.02038492	0.007643537	0.000762765	0.022396067	0.014197788	0.00278254	0.025004231	0.017776714	0.0717	1.4998	0.3447	0.2152	1.1318	0.4679	0.2533	1.1307	0.6165	6.1900	6.1600	6.0000	5.7700	5.7100	5.9400	5.1900	6.2000	5.6200
28/10/2011	4	0.003049114	0.01736172	0.016120986	0.004394101	0.012653126	0.025732597	0.005494171	0.032007684	0.020911919	0.0748	1.5171	0.3608	0.2196	1.1445	0.4937	0.2588	1.1627	0.6374	*	*	*	*	*	*	*	*	*
3/11/2011	4	0.001986208	0.007956157	0.004393834	0.001480104	0.008842675	0.012030294	0.001815101	0.014586138	0.010213455	0.0768	1.5251	0.3652	0.2211	1.1533	0.5057	0.2606	1.1773	0.6476	*	*	*	*	*	*	*	*	*
10/11/2011	4	0.002666726	0.010530768	0.014527853	0.014452107	0.028498686	0.023802816	0.030548701	0.037641741	0.033459152	0.0794	1.5356	0.3797	0.2356	1.1818	0.5295	0.2911	1.2149	0.6811	6.2300	6.0400	6.3600	6.3700	5.9100	5.5400	6.0500	6.3500	6.1400
17/11/2011	4	0.000516963	0.009426514	0.001385289	0.002320411	0.006877675	0.002067993	0.002614157	0.012140511	0.004721194	0.0799	1.5450	0.3811	0.2379	1.1887	0.5316	0.2938	1.2270	0.6858	*	*	*	*	*	*	*	*	*
1/12/2011	4	0.000388939	0.003966052	0.001803857	0.001124849	0.00491259	0.001482956	-0.000105158	0.010315249	0.003418219	0.0803	1.5490	0.3829	0.2390	1.1936	0.5331	0.2936	1.2374	0.6892	*	*	*	*	*	*	*	*	*
6/12/2011	4	-0.000339407	0.007757292	0.009741068	0.013947638	0.0370083	0.033137758	0.033890194	0.053010689	0.067767154	0.0800	1.5568	0.3926	0.2529	1.2306	0.5662	0.3275	1.2904	0.7570	5.9500	6.3700	5.3500	6.3800	5.9000	7.0200	6.7700	6.6700	7.4700
8/12/2011	4	0.000481458	0.006799238	0.002547023	0.002102864	0.025960132	0.003106969	0.003419679	0.012878805	0.010875371	0.0805	1.5636	0.3952	0.2551	1.2566	0.5693	0.3310	1.3033	0.7678	*	*	*	*	*	*	*	*	*
16/12/2011	4	0.002190184	0.006854787	0.018639256	0.002572803	0.02547284	0.04551956	0.013457721	0.024932541	0.070309014	0.0827	1.5704	0.4138	0.2576	1.2821	0.6148	0.3444	1.3282	0.8382	6.4100	6.2700	6.3600	5.9800	5.9300	6.0500	5.4500	6.1900	6.2500
23/12/2011	4	0.003095538	0.004208062	0.010186516	0.002887591	0.018847411	0.013599517	0.003022906	0.01438678	0.022251748	0.0858	1.5746	0.4240	0.2605	1.3009	0.6284	0.3474	1.3426	0.8604	*	*	*	*	*	*	*	*	*
12/01/2012	4	0.001228238	0.004461034	0.006572027	0.002358203	0.022836072	0.010963109	0.008903101	0.008858079	0.007706006	0.0870	1.5791	0.4306	0.2629	1.3237	0.6394	0.3563	1.3514	0.8681	*	*	*	*	*	*	*	*	*
19/01/2012	4	0.002372146	0.003026561	0.003460905	0.000882092	0.022648745	0.00443942	0.001477808	0.008000541	0.004992042	0.0894	1.5821	0.4340	0.2638	1.3464	0.6438	0.3578	1.3594	0.8731	6.0100	6.0700	5.9900	5.9600	5.7500	6.1400	6.1500	5.7100	6.0000
26/01/2012	4	0.000692742	0.001849523	0.005453231	0.001165158	0.011307481	0.002935545	0.000608839	0.006669042	0.004458055	0.0901	1.5840	0.4395	0.2649	1.3577	0.6468	0.3584	1.3661	0.8776	*	*	*	*	*	*	*	*	*
9/02/2012	4	0.000445646	0.001053927	0.005835768	0.000299281	0.012249857	0.003110095	0.000579627	0.006749344	0.002661536	0.0905	1.5850	0.4453	0.2652	1.3699	0.6499	0.3590	1.3729	0.8802	*	*	*	*	*	*	*	*	*
16/02/2012	4	0.00426591	0.008016878	0.010850411	0.010532783	0.022405391	0.009197506	0.005858935	0.009480591	0.01342709	0.0948	1.5930	0.4562	0.2757	1.3923	0.6591	0.3649	1.3823	0.8937	*	*	*	*	*	*	*	*	*
28/02/2012	4	0.000198076	0.00126471	0.001504527	9.60712E-05	0.008045933	0.000911785	0.002072565	0.003801086	0.001232541	0.0950	1.5943	0.4577	0.2758	1.4004	0.6600	0.3669	1.3861	0.8949	*	*	*	*	*	*	*	*	*
