ApsimVersion = 7.7
Title = 3) Ingham 1992-93 Q117 1R
             SimulationName       ZoneName    Clock.Today           site         season          treat           year            day            das    crop_status      ratoon_no           samp     fertiliser     irrigation           rain         canefw        cane_wt     sucrose_wt         scmstf            ccs          scmst        biomass  green_biomass        leaf_wt     cabbage_wt       trash_wt            lai    swdef_photo    nfact_photo      biomass_n green_biomass_n         cane_N         leaf_N          cab_N        trash_N    n_conc_cane    n_conc_leaf     n_conc_cab       cane_dmc         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)    flow_no3(6)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)         leaves   green_leaves    dead_leaves     root_depth    rootgreenwt     stage_code         dlt_dm   dlt_dm_green   partition_xs dlt_dm_detached_root dlt_dm_detached_leaf dlt_dm_detached_cab
                         ()             ()   (dd/mm/yyyy)             ()             ()             ()         (year)          (day)         (days)             ()             ()             ()        (kg/ha)           (mm)           (mm)         (t/ha)        (g/m^2)        (g/m^2)          (g/g)            (%)          (g/g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)             ()             ()             ()           (mm)        (g/m^2)             ()        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)              (g/m^2)             (g/m^2)
 "3 Ingham 1992_93 Q117 1R"        paddock     01/05/1993         ingham        1992-93          2.000           1993            121            249          alive              1          0.000            0.0          0.000          2.300        111.281        3621.13        1377.15          0.124         12.322          0.380        5081.80        4553.01         586.58         345.30         531.39          6.568          1.000          1.000          30.44           28.51          18.84           8.14           1.53           1.95           0.01           0.01           0.00          0.325            0.2            0.8            0.4            0.3            1.0            3.2            4.2            0.0          0.107          0.298          0.141          0.078          0.240          0.718          0.927            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.182          0.127          0.015          0.001          0.000          0.000          0.000         23.350         13.000         10.350       1800.000        1304.05          4.000          28.92          33.25           0.00                 2.60                 4.74                0.56
 "3 Ingham 1992_93 Q117 1R"        paddock     02/05/1993         ingham        1992-93          2.000           1993            122            250          alive              1          0.000            0.0          0.000          1.300        111.986        3643.69        1388.46          0.124         12.350          0.381        5105.88        4577.64         587.88         346.07         530.85          6.571          1.000          1.000          30.52           28.58          18.93           8.13           1.53           1.95           0.01           0.01           0.00          0.325            0.2            0.8            0.3            0.3            0.9            2.7            3.9            0.0          0.103          0.289          0.124          0.066          0.196          0.605          0.875            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.183          0.130          0.016          0.001          0.000          0.000          0.000         23.441         13.000         10.441       1800.000        1305.85          4.000          29.37          33.78           0.00                 2.60                 4.73                0.56
 "3 Ingham 1992_93 Q117 1R"        paddock     03/05/1993         ingham        1992-93          2.000           1993            123            251          alive              1          0.000            0.0          0.000          0.000        112.620        3663.98        1398.60          0.124         12.375          0.382        5126.95        4599.58         588.92         346.68         529.98          6.573          1.000          1.000          30.59           28.65          19.02           8.11           1.52           1.94           0.01           0.01           0.00          0.325            0.2            0.8            0.3            0.2            0.7            2.2            3.7            0.0          0.100          0.279          0.108          0.056          0.158          0.498          0.822            0.4            0.4            0.0            0.0            0.0            0.0            0.0          0.184          0.132          0.017          0.002          0.000          0.000          0.000         23.526         13.000         10.526       1800.000        1307.19          4.000          26.35          30.30           0.00                 2.61                 4.73                0.56
 "3 Ingham 1992_93 Q117 1R"        paddock     04/05/1993         ingham        1992-93          2.000           1993            124            252          alive              1          0.000            0.0          0.000          3.500        113.279        3684.37        1406.86          0.124         12.366          0.382        5149.54        4624.42         591.72         348.33         526.27          6.595          1.000          1.000          30.66           28.71          19.09           8.09           1.53           1.93           0.01           0.01           0.00          0.325            0.2            0.7            0.3            0.2            0.5            1.8            3.4            0.0          0.092          0.259          0.091          0.044          0.121          0.389          0.757            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.182          0.134          0.018          0.002          0.000          0.000          0.000         22.616         11.050         11.566       1800.000        1307.45          4.000          27.86          32.04           0.00                 2.61                 4.72                0.56
 "3 Ingham 1992_93 Q117 1R"        paddock     05/05/1993         ingham        1992-93          2.000           1993            125            253          alive              1          1.000            0.0          0.000          0.000        114.272        3739.72        1414.92          0.124         12.309          0.378        5171.22        4564.02         518.85         305.46         607.04          5.752          1.000          1.000          30.73           28.46          19.32           7.78           1.37           2.23           0.01           0.01           0.00          0.327            0.2            0.6            0.2            0.2            0.4            1.3            3.1            0.0          0.088          0.236          0.075          0.035          0.090          0.293          0.689            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.184          0.136          0.020          0.003          0.000          0.000          0.000         22.700         11.050         11.650       1800.000        1307.60          4.000          27.19          31.26           0.00                 2.61                 4.69                0.55
 "3 Ingham 1992_93 Q117 1R"        paddock     06/05/1993         ingham        1992-93          2.000           1993            126            254          alive              1          0.000            0.0          0.000          0.000        114.794        3756.31        1421.51          0.124         12.300          0.378        5186.91        4582.22         519.86         306.05         603.37          5.760          1.000          1.000          30.79           28.51          19.39           7.76           1.36           2.21           0.01           0.01           0.00          0.327            0.2            0.6            0.2            0.1            0.3            1.0            2.8            0.0          0.084          0.213          0.062          0.027          0.066          0.213          0.619            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.185          0.137          0.021          0.004          0.000          0.000          0.000         22.780         11.050         11.730       1800.000        1307.01          4.000          22.23          25.57          -0.00                 2.61                 5.41                0.64
 "3 Ingham 1992_93 Q117 1R"        paddock     07/05/1993         ingham        1992-93          2.000           1993            127            255          alive              1          0.000            0.0         36.000          1.500        115.165        3768.52        1426.23          0.124         12.291          0.378        5196.09        4593.66         519.37         305.77         600.08          5.755          1.000          1.000          30.83           28.53          19.44           7.74           1.35           2.20           0.01           0.01           0.00          0.326            0.1            0.5            0.2            0.1            0.2            0.7            2.5            0.0          0.055          0.197          0.065          0.023          0.051          0.161          0.564            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.168          0.134          0.021          0.004          0.000          0.000          0.000         22.865         11.050         11.815       1800.000        1305.48          4.000          15.90          18.29           0.00                 2.61                 5.38                0.63
 "3 Ingham 1992_93 Q117 1R"        paddock     08/05/1993         ingham        1992-93          2.000           1993            128            256          alive              1          0.000            0.0          0.000          5.000        115.722        3786.41        1433.34          0.123         12.283          0.378        5213.18        4612.76         520.13         306.21         597.14          5.763          1.000          1.000          30.87           28.56          19.50           7.72           1.34           2.19           0.01           0.01           0.00          0.326            0.1            0.4            0.2            0.1            0.2            0.5            2.3            0.0          0.055          0.163          0.061          0.019          0.036          0.112          0.501            0.4            0.3            0.1            0.0            0.0            0.0            0.0          0.157          0.130          0.021          0.005          0.000          0.000          0.000         22.959         11.050         11.909       1800.000        1305.16          4.000          23.99          27.58           0.00                 2.61                 5.35                0.63
 "3 Ingham 1992_93 Q117 1R"        paddock     09/05/1993         ingham        1992-93          2.000           1993            129            257          alive              1          0.000            0.0          0.000          0.300        116.312        3805.33        1440.93          0.123         12.275          0.378        5231.74        4633.45         521.25         306.87         594.17          5.772          1.000          1.000          30.91           28.59          19.55           7.70           1.34           2.18           0.01           0.01           0.00          0.326            0.1            0.3            0.1            0.1            0.1            0.3            1.9            0.0          0.053          0.125          0.048          0.015          0.023          0.068          0.430            0.4            0.3            0.1            0.0            0.0            0.0            0.0          0.161          0.128          0.021          0.005          0.000          0.000          0.000         23.052         11.050         12.002       1800.000        1305.09          4.000          25.61          29.46           0.00                 2.61                 5.32                0.63
 "3 Ingham 1992_93 Q117 1R"        paddock     10/05/1993         ingham        1992-93          2.000           1993            130            258          alive              1          0.000            0.0          0.000          0.800        116.841        3822.77        1447.73          0.123         12.267          0.378        5247.46        4650.17         520.80         306.61         592.43          5.768          1.000          1.000          30.95           28.61          19.61           7.67           1.33           2.17           0.01           0.01           0.00          0.326            0.1            0.2            0.1            0.0            0.1            0.2            1.6            0.0          0.048          0.091          0.033          0.010          0.013          0.036          0.354            0.4            0.3            0.1            0.0            0.0            0.0            0.0          0.169          0.129          0.021          0.005          0.001          0.000          0.000         23.145         11.050         12.095       1800.000        1304.61          4.000          22.93          26.37           0.00                 2.61                 5.29                0.62
 "3 Ingham 1992_93 Q117 1R"        paddock     11/05/1993         ingham        1992-93          2.000           1993            131            259          alive              1          0.000            0.0          0.000          0.800        117.309        3838.43        1453.80          0.123         12.259          0.378        5260.61        4664.34         519.86         306.05         590.74          5.758          1.000          1.000          30.98           28.63          19.66           7.65           1.32           2.17           0.01           0.01           0.00          0.326            0.1            0.2            0.1            0.0            0.0            0.1            1.3            0.0          0.045          0.069          0.022          0.007          0.007          0.018          0.281            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.175          0.131          0.021          0.005          0.002          0.000          0.000         23.239         11.050         12.189       1800.000        1303.77          4.000          20.50          23.57           0.00                 2.61                 5.28                0.62
 "3 Ingham 1992_93 Q117 1R"        paddock     12/05/1993         ingham        1992-93          2.000           1993            132            260          alive              1          0.000            0.0          0.000          0.000        117.713        3852.20        1459.12          0.123         12.251          0.378        5271.06        4675.91         518.48         305.24         589.02          5.744          1.000          1.000          30.99           28.63          19.69           7.62           1.32           2.16           0.01           0.01           0.00          0.326            0.1            0.2            0.0            0.0            0.0            0.0            1.0            0.0          0.046          0.060          0.016          0.005          0.004          0.009          0.218            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.181          0.134          0.022          0.006          0.002          0.000          0.000         23.332         11.050         12.282       1800.000        1302.55          4.000          17.93          20.61           0.00                 2.61                 5.26                0.62
 "3 Ingham 1992_93 Q117 1R"        paddock     13/05/1993         ingham        1992-93          2.000           1993            133            261          alive              1          0.000            0.0         36.000          0.000        118.235        3869.56        1465.94          0.123         12.244          0.378        5286.49        4692.27         517.85         304.87         587.55          5.738          1.000          1.000          31.00           28.63          19.72           7.60           1.31           2.16           0.01           0.01           0.00          0.325            0.1            0.1            0.0            0.0            0.0            0.0            0.7            0.0          0.028          0.054          0.015          0.004          0.002          0.004          0.162            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.172          0.133          0.022          0.006          0.003          0.000          0.000         23.430         11.050         12.380       1800.000        1302.09          4.000          23.03          26.49           0.00                 2.60                 5.25                0.62
 "3 Ingham 1992_93 Q117 1R"        paddock     14/05/1993         ingham        1992-93          2.000           1993            134            262          alive              1          0.000            0.0          0.000          0.000        118.740        3886.48        1472.61          0.123         12.238          0.378        5301.26        4707.96         517.07         304.41         586.15          5.730          1.000          1.000          31.00           28.62          19.74           7.57           1.30           2.15           0.01           0.01           0.00          0.325            0.1            0.1            0.0            0.0            0.0            0.0            0.5            0.0          0.040          0.051          0.014          0.003          0.002          0.002          0.116            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.163          0.132          0.022          0.005          0.003          0.000          0.000         23.530         11.050         12.480       1800.000        1301.56          4.000          22.49          25.86           0.00                 2.60                 5.23                0.62
 "3 Ingham 1992_93 Q117 1R"        paddock     15/05/1993         ingham        1992-93          2.000           1993            135            263          alive              1          0.000            0.0          0.000          0.000        119.248        3903.43        1479.35          0.123         12.231          0.378        5316.19        4724.04         516.52         304.09         584.57          5.725          1.000          1.000          31.00           28.60          19.77           7.55           1.29           2.14           0.01           0.01           0.00          0.325            0.1            0.1            0.0            0.0            0.0            0.0            0.4            0.0          0.045          0.052          0.013          0.003          0.002          0.001          0.079            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.169          0.130          0.022          0.005          0.003          0.001          0.000         22.625         11.050         11.575       1800.000        1301.07          4.000          22.75          26.16           0.00                 2.60                 5.22                0.61
 "3 Ingham 1992_93 Q117 1R"        paddock     16/05/1993         ingham        1992-93          2.000           1993            136            264          alive              1          0.000            0.0          0.000          0.000        119.432        3910.68        1482.03          0.123         12.224          0.378        5317.29        4726.37         513.42         302.26         582.95          5.691          1.000          1.000          30.99           28.59          19.79           7.52           1.29           2.14           0.01           0.01           0.00          0.325            0.1            0.1            0.0            0.0            0.0            0.0            0.2            0.0          0.048          0.052          0.012          0.003          0.001          0.001          0.052            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.176          0.130          0.022          0.005          0.003          0.001          0.000         22.720         11.050         11.670       1800.000        1298.52          4.000           9.02          10.37           0.00                 2.60                 5.21                0.61
 "3 Ingham 1992_93 Q117 1R"        paddock     17/05/1993         ingham        1992-93          2.000           1993            137            265          alive              1          0.000            0.0          0.000         17.300        119.755        3922.18        1486.49          0.123         12.217          0.378        5324.33        4734.41         511.25         300.98         581.60          5.667          1.000          1.000          30.98           28.58          19.80           7.50           1.28           2.13           0.01           0.01           0.00          0.325            0.1            0.1            0.0            0.0            0.0            0.0            0.1            0.0          0.044          0.053          0.012          0.003          0.001          0.000          0.031            0.4            0.3            0.1            0.0            0.0            0.0            0.0          0.164          0.128          0.021          0.005          0.003          0.001          0.000         22.819         11.050         11.769       1800.000        1296.88          4.000          15.05          17.30           0.00                 2.60                 5.19                0.61
 "3 Ingham 1992_93 Q117 1R"        paddock     18/05/1993         ingham        1992-93          2.000           1993            138            266          alive              1          0.000            0.0          0.000          2.300        120.242        3938.52        1493.09          0.123         12.212          0.378        5338.51        4750.03         510.79         300.72         579.87          5.663          1.000          1.000          30.97           28.56          19.82           7.47           1.27           2.13           0.01           0.01           0.00          0.325            0.1            0.1            0.0            0.0            0.0            0.0            0.1            0.0          0.043          0.051          0.012          0.003          0.001          0.000          0.017            0.4            0.3            0.1            0.0            0.0            0.0            0.0          0.164          0.127          0.021          0.005          0.002          0.001          0.000         22.911         11.050         11.861       1800.000        1296.33          4.000          22.27          25.62           0.00                 2.59                 5.18                0.61
 "3 Ingham 1992_93 Q117 1R"        paddock     19/05/1993         ingham        1992-93          2.000           1993            139            267          alive              1          0.000            0.0          0.000          2.500        120.530        3948.78        1497.23          0.123         12.206          0.378        5344.30        4757.73         509.18         299.77         577.69          5.646          1.000          1.000          30.95           28.54          19.83           7.45           1.26           2.12           0.01           0.01           0.00          0.325            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.041          0.049          0.011          0.002          0.001          0.000          0.009            0.4            0.3            0.1            0.0            0.0            0.0            0.0          0.165          0.128          0.021          0.004          0.002          0.001          0.000         22.994         11.050         11.944       1800.000        1294.53          4.000          13.95          16.04           0.00                 2.59                 5.17                0.61
 "3 Ingham 1992_93 Q117 1R"        paddock     20/05/1993         ingham        1992-93          2.000           1993            140            268          alive              1          0.000            0.0          0.000          3.500        121.017        3965.07        1503.90          0.123         12.202          0.378        5358.60        4773.69         508.97         299.65         575.78          5.643          1.000          1.000          30.93           28.51          19.83           7.43           1.25           2.11           0.01           0.01           0.00          0.325            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.039          0.047          0.010          0.002          0.001          0.000          0.004            0.4            0.3            0.1            0.0            0.0            0.0            0.0          0.164          0.129          0.021          0.004          0.002          0.001          0.000         23.081         11.050         12.031       1800.000        1294.03          4.000          22.52          25.90           0.00                 2.59                 5.15                0.61
 "3 Ingham 1992_93 Q117 1R"        paddock     21/05/1993         ingham        1992-93          2.000           1993            141            269          alive              1          0.000            0.0          0.000          0.000        121.418        3978.24        1509.62          0.123         12.198          0.378        5369.61        4788.33         509.90         300.19         571.94          5.655          1.000          1.000          30.91           28.50          19.84           7.41           1.25           2.10           0.01           0.01           0.00          0.325            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.039          0.046          0.010          0.002          0.001          0.000          0.002            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.168          0.131          0.021          0.004          0.002          0.001          0.000         23.174         11.050         12.124       1800.000        1293.04          4.000          19.30          22.19           0.00                 2.59                 5.13                0.60
 "3 Ingham 1992_93 Q117 1R"        paddock     22/05/1993         ingham        1992-93          2.000           1993            142            270          alive              1          0.000            0.0          0.000          2.000        121.888        3993.63        1516.22          0.123         12.194          0.378        5383.55        4805.39         510.95         300.81         568.63          5.667          1.000          1.000          30.89           28.48          19.84           7.39           1.24           2.09           0.01           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.039          0.046          0.009          0.002          0.001          0.000          0.001            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.169          0.133          0.021          0.004          0.002          0.001          0.000         23.265         11.050         12.215       1800.000        1292.50          4.000          22.26          25.60           0.00                 2.59                 5.09                0.60
 "3 Ingham 1992_93 Q117 1R"        paddock     23/05/1993         ingham        1992-93          2.000           1993            143            271          alive              1          0.000            0.0          0.000          0.300        122.234        4005.26        1521.27          0.123         12.190          0.378        5392.23        4817.32         511.14         300.92         565.22          5.670          1.000          1.000          30.87           28.46          19.85           7.37           1.24           2.07           0.01           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.039          0.046          0.009          0.002          0.001          0.000          0.001            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.171          0.135          0.021          0.003          0.002          0.001          0.001         23.351         11.050         12.301       1800.000        1291.18          4.000          17.04          19.60           0.00                 2.58                 5.06                0.60
 "3 Ingham 1992_93 Q117 1R"        paddock     24/05/1993         ingham        1992-93          2.000           1993            144            272          alive              1          0.000            0.0          0.000          0.000        122.494        4014.41        1525.25          0.123         12.186          0.378        5397.27        4825.34         510.43         300.50         562.08          5.663          1.000          1.000          30.85           28.44          19.85           7.36           1.23           2.06           0.01           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.041          0.047          0.008          0.001          0.001          0.000          0.000            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.174          0.136          0.021          0.003          0.002          0.001          0.001         23.445         11.050         12.395       1800.000        1289.32          4.000          13.42          15.43           0.00                 2.58                 5.03                0.59
 "3 Ingham 1992_93 Q117 1R"        paddock     25/05/1993         ingham        1992-93          2.000           1993            145            273          alive              1          0.000            0.0          0.000          3.000        122.941        4029.23        1531.61          0.123         12.183          0.378        5410.32        4841.15         511.05         300.86         559.19          5.671          1.000          1.000          30.82           28.42          19.85           7.34           1.23           2.05           0.01           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.041          0.049          0.008          0.001          0.001          0.000          0.000            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.173          0.137          0.021          0.003          0.002          0.001          0.001         23.546         11.050         12.496       1800.000        1288.67          4.000          21.46          24.68           0.00                 2.58                 5.01                0.59
 "3 Ingham 1992_93 Q117 1R"        paddock     26/05/1993         ingham        1992-93          2.000           1993            146            274          alive              1          0.000            0.0          0.000          0.800        123.328        4042.20        1537.26          0.123         12.180          0.378        5420.93        4854.81         511.48         301.12         556.03          5.676          1.000          1.000          30.80           28.40          19.86           7.32           1.22           2.04           0.00           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.042          0.050          0.008          0.001          0.001          0.000          0.000            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.174          0.137          0.020          0.004          0.002          0.001          0.001         23.637         11.050         12.587       1800.000        1287.66          4.000          19.06          21.92          -0.00                 2.58                 4.98                0.59
 "3 Ingham 1992_93 Q117 1R"        paddock     27/05/1993         ingham        1992-93          2.000           1993            147            275          alive              1          0.000            0.0         36.000          0.000        123.651        4053.23        1542.12          0.123         12.177          0.378        5428.84        4865.77         511.44         301.10         552.88          5.677          1.000          1.000          30.78           28.38          19.86           7.30           1.22           2.03           0.00           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.026          0.049          0.010          0.002          0.001          0.000          0.000            0.4            0.4            0.1            0.0            0.0            0.0            0.0          0.159          0.132          0.020          0.003          0.002          0.001          0.001         22.728         11.050         11.678       1800.000        1286.26          4.000          16.38          18.83           0.00                 2.57                 4.95                0.58
 "3 Ingham 1992_93 Q117 1R"        paddock     28/05/1993         ingham        1992-93          2.000           1993            148            276          alive              1          0.000            0.0          0.000          1.500        123.833        4059.99        1545.22          0.123         12.173          0.378        5430.83        4871.04         510.51         300.55         549.50          5.666          1.000          1.000          30.75           28.36          19.86           7.28           1.21           2.02           0.00           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.031          0.046          0.010          0.002          0.001          0.000          0.000            0.3            0.3            0.1            0.0            0.0            0.0            0.0          0.148          0.127          0.019          0.003          0.002          0.001          0.001         22.811         11.050         11.761       1800.000        1283.97          4.000          10.47          12.04           0.00                 2.57                 4.92                0.58
 "3 Ingham 1992_93 Q117 1R"        paddock     29/05/1993         ingham        1992-93          2.000           1993            149            277          alive              1          0.000            0.0          0.000          6.000        124.085        4068.89        1549.24          0.123         12.170          0.378        5435.88        4879.29         510.09         300.30         546.24          5.662          1.000          1.000          30.72           28.34          19.86           7.27           1.21           2.00           0.00           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.031          0.043          0.010          0.002          0.001          0.000          0.000            0.3            0.3            0.1            0.0            0.0            0.0            0.0          0.145          0.125          0.018          0.003          0.002          0.001          0.001         22.896         11.050         11.846       1800.000        1282.15          4.000          13.55          15.58           0.00                 2.57                 4.89                0.58
 "3 Ingham 1992_93 Q117 1R"        paddock     30/05/1993         ingham        1992-93          2.000           1993            150            278          alive              1          0.000            0.0          0.000         13.800        124.390        4079.42        1553.93          0.122         12.167          0.378        5443.20        4889.61         509.97         300.23         543.16          5.662          1.000          1.000          30.70           28.32          19.87           7.25           1.20           1.99           0.00           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.029          0.041          0.010          0.002          0.001          0.000          0.000            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.137          0.122          0.017          0.002          0.002          0.001          0.001         22.986         11.050         11.936       1800.000        1280.68          4.000          15.83          18.20           0.00                 2.57                 4.86                0.57
 "3 Ingham 1992_93 Q117 1R"        paddock     31/05/1993         ingham        1992-93          2.000           1993            151            279          alive              1          0.000            0.0          0.000          1.300        124.693        4089.84        1558.63          0.122         12.165          0.378        5450.51        4900.08         510.00         300.24         539.96          5.663          1.000          1.000          30.67           28.30          19.87           7.23           1.20           1.98           0.00           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.029          0.039          0.009          0.001          0.001          0.000          0.000            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.142          0.121          0.017          0.002          0.002          0.001          0.001         23.070         11.050         12.020       1800.000        1279.21          4.000          15.83          18.20           0.00                 2.56                 4.84                0.57
 "3 Ingham 1992_93 Q117 1R"        paddock     01/06/1993         ingham        1992-93          2.000           1993            152            280          alive              1          0.000            0.0          0.000          0.500        125.004        4101.17        1563.32          0.122         12.161          0.378        5457.81        4908.25         508.00         299.07         539.04          5.644          1.000          1.000          30.64           28.27          19.87           7.21           1.19           1.98           0.00           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.031          0.038          0.008          0.001          0.001          0.000          0.000            0.3            0.3            0.0            0.0            0.0            0.0            0.0          0.150          0.121          0.016          0.003          0.002          0.001          0.001         23.159         11.050         12.109       1800.000        1277.75          4.000          15.83          18.20           0.00                 2.56                 4.81                0.57
 "3 Ingham 1992_93 Q117 1R"        paddock     02/06/1993         ingham        1992-93          2.000           1993            153            281          alive              1          0.000            0.0          0.000          0.300        125.389        4114.65        1569.00          0.122         12.158          0.378        5468.42        4920.12         506.99         298.48         537.74          5.635          1.000          1.000          30.61           28.24          19.87           7.18           1.18           1.97           0.00           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.034          0.040          0.008          0.001          0.001          0.000          0.000            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.158          0.122          0.016          0.003          0.002          0.001          0.001         23.247         11.050         12.197       1800.000        1276.79          4.000          19.17          22.04           0.00                 2.56                 4.80                0.56
 "3 Ingham 1992_93 Q117 1R"        paddock     03/06/1993         ingham        1992-93          2.000           1993            154            282          alive              1          0.000            0.0          0.000          0.300        125.802        4128.96        1575.04          0.122         12.155          0.378        5480.21        4933.07         506.14         297.97         536.54          5.629          1.000          1.000          30.59           28.21          19.88           7.16           1.17           1.97           0.00           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.038          0.042          0.007          0.001          0.001          0.000          0.000            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.165          0.124          0.016          0.003          0.002          0.001          0.001         23.338         11.050         12.288       1800.000        1276.01          4.000          20.36          23.42           0.00                 2.55                 4.79                0.56
 "3 Ingham 1992_93 Q117 1R"        paddock     04/06/1993         ingham        1992-93          2.000           1993            155            283          alive              1          0.000            0.0          0.000          0.000        126.169        4141.93        1580.51          0.122         12.153          0.378        5490.10        4944.13         504.94         297.27         535.34          5.619          1.000          1.000          30.56           28.19          19.88           7.14           1.17           1.96           0.00           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.041          0.044          0.007          0.001          0.001          0.000          0.000            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.170          0.125          0.015          0.003          0.002          0.001          0.001         23.428         11.050         12.378       1800.000        1274.96          4.000          18.48          21.25           0.00                 2.55                 4.78                0.56
 "3 Ingham 1992_93 Q117 1R"        paddock     05/06/1993         ingham        1992-93          2.000           1993            156            284          alive              1          0.000            0.0          0.000          0.000        126.444        4152.12        1584.84          0.122         12.149          0.378        5496.07        4951.32         503.05         296.16         534.11          5.600          1.000          1.000          30.53           28.16          19.89           7.11           1.16           1.96           0.00           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.043          0.046          0.007          0.001          0.001          0.000          0.000            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.173          0.127          0.015          0.003          0.002          0.001          0.001         23.517         11.050         12.467       1800.000        1273.32          4.000          14.59          16.78          -0.00                 2.55                 4.77                0.56
 "3 Ingham 1992_93 Q117 1R"        paddock     06/06/1993         ingham        1992-93          2.000           1993            157            285          alive              1          0.000            0.0          0.000         22.000        126.733        4162.56        1589.40          0.122         12.147          0.378        5502.82        4959.93         501.89         295.48         532.23          5.590          1.000          1.000          30.51           28.14          19.89           7.09           1.15           1.95           0.00           0.01           0.00          0.324            0.1            0.1            0.0            0.0            0.0            0.0            0.0            0.0          0.038          0.047          0.007          0.001          0.001          0.000          0.000            0.4            0.3            0.0            0.0            0.0            0.0            0.0          0.152          0.125          0.015          0.003          0.002          0.001          0.001         23.594         11.050         12.544       1800.000        1271.81          4.000          15.38          17.69           0.00                 2.55                 4.76                0.56
