SimulationName   Clock.Today  PotatoHarvestRule.Script.FinalTag  Potato.Leaf.Live.Nconc  Potato.Stem.Live.Nconc  Potato.Tuber.Live.Nconc  Potato.Leaf.Live.Wt  Potato.Stem.Live.Wt  Potato.Tuber.Live.Wt  Potato.Summariser.Total.Live.Wt  Potato.Leaf.LAI  Potato.Leaf.LiveN  Potato.Stem.Live.N  Potato.Tuber.Live.N  Potato.Total.Live.N  Potato.Tuber.DMconc  Potato.Tuber.LiveFWt  Potato.Summariser.AboveGround.Live.Wt  Potato.Summariser.Aboveground.Live.N  ExtraVariables.Script.AccumTtemerg  Potato.Summariser.AboveGround.Dead.N  Potato.Summariser.AboveGroundDeadWt  Potato.Leaf.SpecificArea
()  (yyyy-mm-dd)  ()  (%)  (%)  (%)  (g/m2)  (g/m2)  (g/m2)  (g/m2)  ()  (g/m2)  (g/m2)  (g/m2)  (g/m2)  (%)  (g/m2)  (g/m2)  (g/m2)  (oCd)  (g/m2)  (g/m2)  (mm^2/g)
lynettsFertiliser6_150kg_split  1993-04-05  *  *  *  *  1.58  5.00  1602.45  1609.03  0.00  *  *  *  *  0.229  7001.44  6.58  *  1496.85  *  157.64  *
lynettsFertiliser6_150kg_split  1993-06-02  yield  *  *  0.0142  0.00  0.00  1549.83  1549.83  0.00  *  *  22.00  22.00  0.243  6365.78  0.00  *  1919.49  *  *  *
lynettsFertiliser7_300kg_split  1992-12-12  *  *  *  *  35.26  23.82  1.28  60.37  0.81  *  *  *  *  0.201  7.66  59.08  *  191.54  *  1.85  22770.68
lynettsFertiliser7_300kg_split  1992-12-28  *  0.0536  0.0249  0.0185  101.70  62.54  60.18  224.43  2.91  5.47  1.55  1.10  8.12  0.180  333.39  164.25  0.70  364.56  0.16  3.23  28169.00
lynettsFertiliser7_300kg_split  1993-01-11  *  *  *  *  173.27  135.41  302.22  610.90  4.23  *  *  *  *  0.167  1811.24  308.68  *  519.87  *  13.37  23887.72
lynettsFertiliser7_300kg_split  1993-01-25  *  0.0395  0.0151  0.0148  169.52  149.61  580.70  899.83  4.54  6.62  2.26  8.60  17.48  0.194  3010.67  319.13  0.89  698.18  0.22  6.20  26726.15
lynettsFertiliser7_300kg_split  1993-02-08  *  *  *  *  138.92  147.81  933.31  1220.03  3.35  *  *  *  *  0.201  4658.94  286.73  *  855.27  *  21.82  24052.74
lynettsFertiliser7_300kg_split  1993-02-23  *  0.0365  0.0127  0.0151  159.33  158.28  1276.48  1594.09  3.89  5.82  2.01  19.32  27.15  0.214  5973.63  317.61  0.78  1045.91  0.42  15.13  24339.50
lynettsFertiliser7_300kg_split  1993-03-09  *  *  *  *  117.65  140.01  1584.01  1841.67  3.32  *  *  *  *  0.220  7172.85  257.66  *  1224.96  *  30.14  28154.39
lynettsFertiliser7_300kg_split  1993-03-22  *  0.0385  0.0111  0.0159  47.41  105.00  1561.98  1714.39  0.84  1.82  1.17  24.73  27.71  0.221  7047.95  152.41  0.30  1363.27  1.46  70.10  12038.90
lynettsFertiliser7_300kg_split  1993-04-05  *  *  *  *  6.60  34.83  1700.20  1741.64  0.03  *  *  *  *  0.233  7316.51  41.43  *  1496.85  *  96.00  *
lynettsFertiliser7_300kg_split  1993-06-02  yield  *  *  0.0168  0.00  0.00  1667.18  1667.18  0.00  *  *  28.01  28.01  0.238  6993.50  0.00  *  1919.49  *  *  *
SCRI_1984Fertiliser0N  1984-06-11  *  0.0573  0.0326  *  8.21  9.48  0.00  17.69  0.21  0.47  0.31  *  0.78  *  0.00  17.69  0.08  108.11  *  0.00  26033.85
SCRI_1984Fertiliser0N  1984-06-18  *  0.0459  0.0218  *  20.78  26.78  1.52  49.07  0.51  0.95  0.58  *  1.54  0.129  11.74  47.55  0.15  201.38  *  0.00  24512.64
SCRI_1984Fertiliser0N  1984-06-25  *  0.0394  0.0216  0.0162  48.39  44.73  30.31  123.42  1.06  1.91  0.96  0.49  3.36  0.127  238.02  93.11  0.29  286.70  *  0.00  21899.23
SCRI_1984Fertiliser0N  1984-07-09  *  0.0349  0.0160  0.0069  54.85  51.29  161.14  267.28  1.33  1.91  0.82  1.12  3.85  0.154  1046.12  106.14  0.27  453.89  *  0.00  24250.50
SCRI_1984Fertiliser0N  1984-07-23  *  0.0332  0.0141  0.0065  68.01  63.59  453.01  584.61  1.80  2.26  0.90  2.94  6.10  0.189  2392.50  131.60  0.32  648.02  *  0.00  26446.22
SCRI_1984Fertiliser0N  1984-08-06  *  0.0311  0.0093  0.0073  73.99  75.01  599.59  748.59  2.22  2.30  0.70  4.35  7.34  0.193  3104.62  149.00  0.30  832.09  *  0.00  29985.27
SCRI_1984Fertiliser0N  1984-08-20  *  0.0266  0.0075  0.0058  76.68  75.20  877.98  1029.86  2.31  2.04  0.56  5.11  7.72  0.226  3878.62  151.88  0.26  1018.83  *  0.89  30088.03
SCRI_1984Fertiliser0N  1984-09-03  *  0.0281  0.0081  0.0065  69.76  73.80  959.84  1103.40  2.03  1.96  0.60  6.24  8.80  0.229  4186.75  143.56  0.26  1209.73  *  4.94  29069.12
SCRI_1984Fertiliser0N  1984-09-24  yield  0.0259  0.0087  *  50.76  63.83  1078.92  1193.51  1.36  1.31  0.56  *  1.87  0.233  4636.87  114.59  0.19  1415.73  *  33.31  26845.14
SCRI_1984Fertiliser240kgN  1984-06-11  *  0.0670  0.0399  *  15.16  14.59  0.00  29.75  0.39  1.02  0.58  *  1.60  *  0.00  29.75  0.16  108.11  *  0.00  25660.20
SCRI_1984Fertiliser240kgN  1984-06-18  *  0.0592  0.0357  *  42.35  41.23  4.02  87.60  1.15  2.51  1.47  *  3.97  0.131  30.75  83.58  0.40  201.38  *  0.00  27037.54
SCRI_1984Fertiliser240kgN  1984-06-25  *  0.0553  0.0350  0.0205  83.56  75.56  36.28  195.40  2.11  4.62  2.65  0.74  8.01  0.129  281.90  159.12  0.73  286.70  *  0.00  25229.65
SCRI_1984Fertiliser240kgN  1984-07-09  *  0.0480  0.0303  0.0144  145.60  149.84  236.08  531.52  4.04  6.98  4.54  3.39  14.91  0.144  1638.37  295.44  1.15  453.89  *  0.00  27745.26
SCRI_1984Fertiliser240kgN  1984-07-23  *  0.0518  0.0269  0.0149  142.26  177.73  399.29  719.28  4.60  7.37  4.78  5.93  18.08  0.157  2538.00  319.99  1.21  648.02  *  0.79  32317.84
SCRI_1984Fertiliser240kgN  1984-08-06  *  0.0429  0.0224  0.0153  163.35  264.81  672.35  1100.51  6.28  7.00  5.93  10.27  23.19  0.172  3915.37  428.16  1.29  832.09  *  17.14  38449.46
SCRI_1984Fertiliser240kgN  1984-08-20  *  0.0454  0.0157  0.0138  150.44  268.85  964.33  1383.62  5.83  6.83  4.21  13.28  24.32  0.200  4812.37  419.29  1.10  1018.83  *  21.34  38777.96
SCRI_1984Fertiliser240kgN  1984-09-03  *  0.0451  0.0161  0.0134  133.55  266.65  1249.83  1650.03  5.39  6.03  4.28  16.72  27.02  0.215  5800.37  400.20  1.03  1209.73  *  30.91  40337.03
SCRI_1984Fertiliser240kgN  1984-09-24  yield  0.0392  0.0134  *  81.44  249.36  1531.80  1862.60  2.73  3.19  3.34  *  6.54  0.216  7082.37  330.80  0.65  1415.73  *  52.55  33491.66
Penola_0607Fertiliser0  2006-11-29  *  0.0618  0.0458  0.0216  19.25  5.36  0.34  0.00  *  1.19  0.25  0.01  1.44  0.088  3.10  24.62  0.14  187.16  *  *  *
Penola_0607Fertiliser0  2006-12-07  *  0.0511  0.0434  0.0203  80.49  17.58  14.47  0.01  *  4.12  0.76  0.29  5.17  0.127  113.25  98.08  0.49  272.43  *  *  *
Penola_0607Fertiliser0  2006-12-19  *  0.0421  0.0298  0.0154  193.64  54.64  99.02  0.10  *  8.15  1.63  1.52  11.30  0.141  698.26  248.28  0.98  402.29  *  *  *
Penola_0607Fertiliser0  2007-01-04  *  0.0374  0.0199  0.0160  249.02  118.41  543.99  0.54  *  9.31  2.36  8.70  20.37  0.163  3336.48  367.43  1.17  584.84  *  *  *
Penola_0607Fertiliser0  2007-01-15  *  0.0288  0.0113  0.0123  243.86  116.72  882.07  0.88  *  7.01  1.32  10.85  19.18  0.179  4931.38  360.58  0.83  714.38  *  *  *
Penola_0607Fertiliser0  2007-01-29  *  0.0322  0.0132  0.0122  145.04  94.25  1000.09  1.00  *  4.67  1.24  12.18  18.09  0.188  5316.36  239.28  0.59  897.76  *  *  *
Penola_0607Fertiliser0  2007-02-12  *  0.0327  0.0098  0.0136  94.59  114.41  1371.35  1.37  *  3.09  1.12  18.58  22.80  0.189  7272.68  209.00  0.42  1072.16  *  *  *
Penola_0607Fertiliser0  2007-02-26  *  0.0364  0.0097  0.0146  61.18  89.21  1564.26  1.56  *  2.23  0.86  22.88  25.97  0.193  8105.49  150.39  0.31  1231.09  *  *  *
Penola_0607Fertiliser0  2007-03-22  yield  *  *  0.0146  *  *  1429.14  1.43  *  *  *  20.90  *  0.189  7581.47  *  *  1532.16  *  *  *
Penola_0607Fertiliser250  2006-12-07  *  0.0520  0.0421  0.0220  96.59  22.35  10.66  0.01  *  5.02  0.94  0.23  6.20  0.122  86.78  118.94  0.60  272.43  *  *  *
Penola_0607Fertiliser250  2006-12-19  *  0.0430  0.0302  0.0158  208.32  59.08  98.15  0.10  *  8.96  1.78  1.55  12.29  0.136  719.25  267.40  1.07  402.29  *  *  *
Penola_0607Fertiliser250  2007-01-04  *  0.0438  0.0304  0.0152  263.72  115.41  435.06  0.44  *  8.66  2.63  6.61  17.91  0.159  2705.32  379.13  1.13  584.84  *  *  *
Penola_0607Fertiliser250  2007-01-15  *  0.0423  0.0248  0.0143  255.36  167.29  796.87  0.80  *  10.80  4.15  11.40  26.35  0.173  4622.35  422.65  1.50  714.38  *  *  *
Penola_0607Fertiliser250  2007-01-29  *  0.0370  0.0187  0.0151  156.72  119.02  957.81  0.96  *  5.80  2.23  14.46  22.49  0.182  5232.56  275.74  0.80  897.76  *  *  *
Penola_0607Fertiliser250  2007-02-12  *  0.0392  0.0171  0.0150  95.94  134.03  1361.02  1.36  *  3.76  2.29  20.42  26.47  0.196  6898.18  229.97  0.61  1072.16  *  *  *
Penola_0607Fertiliser250  2007-02-26  *  0.0355  0.0134  0.0178  65.09  109.76  1608.89  1.61  *  2.31  1.47  28.64  32.42  0.192  8377.85  174.85  0.38  1231.09  *  *  *
Penola_0607Fertiliser250  2007-03-22  yield  *  *  0.0178  *  *  1321.06  1.32  *  *  *  23.51  *  0.193  6838.23  *  *  1532.16  *  *  *
Penola_0607Fertiliser500  2006-12-07  *  0.0533  0.0456  0.0240  79.73  19.04  8.38  0.01  *  4.25  0.87  0.20  5.32  0.120  69.18  98.77  0.51  272.43  *  *  *
Penola_0607Fertiliser500  2006-12-19  *  0.0496  0.0355  0.0153  194.61  60.85  113.25  0.11  *  9.65  2.16  1.73  13.55  0.137  825.41  255.46  1.18  402.29  *  *  *
Penola_0607Fertiliser500  2007-01-04  *  0.0423  0.0316  0.0188  225.43  109.12  461.34  0.46  *  9.54  3.45  8.67  21.66  0.159  2901.74  334.55  1.30  584.84  *  *  *
Penola_0607Fertiliser500  2007-01-15  *  0.0396  0.0273  0.0153  237.52  128.63  895.17  0.90  *  9.41  3.51  13.70  26.61  0.182  4915.67  366.16  1.29  714.38  *  *  *
Penola_0607Fertiliser500  2007-01-29  *  0.0411  0.0223  0.0169  194.89  150.80  1184.36  1.18  *  8.01  3.36  20.02  31.39  0.186  6363.92  345.69  1.14  897.76  *  *  *
Penola_0607Fertiliser500  2007-02-12  *  0.0441  0.0204  0.0166  110.01  145.13  1517.59  1.52  *  4.85  2.96  25.19  33.00  0.198  7665.51  255.14  0.78  1072.16  *  *  *
Penola_0607Fertiliser500  2007-02-26  *  0.0392  0.0161  0.0176  47.45  87.59  1409.15  1.41  *  1.86  1.41  24.80  28.07  0.193  7285.77  135.03  0.33  1231.09  *  *  *
Penola_0607Fertiliser500  2007-03-22  yield  *  *  0.0176  *  *  1361.93  1.36  *  *  *  23.97  *  0.195  6966.27  *  *  1532.16  *  *  *
Penola_0607Fertiliser750  2006-12-07  *  0.0555  0.0475  0.0232  87.68  18.71  7.73  0.01  *  4.87  0.89  0.18  5.93  0.124  62.08  106.39  0.58  272.43  *  *  *
Penola_0607Fertiliser750  2006-12-19  *  0.0466  0.0378  0.0162  163.17  45.96  91.71  0.09  *  7.60  1.74  1.49  10.83  0.139  659.23  209.14  0.93  402.29  *  *  *
Penola_0607Fertiliser750  2007-01-04  *  0.0479  0.0360  0.0184  281.21  114.96  536.56  0.54  *  13.47  4.14  9.87  27.48  0.163  3307.67  396.17  1.76  584.84  *  *  *
Penola_0607Fertiliser750  2007-01-15  *  0.0452  0.0350  0.0169  219.56  117.60  777.40  0.78  *  9.92  4.12  13.14  27.18  0.179  4339.51  337.16  1.40  714.38  *  *  *
Penola_0607Fertiliser750  2007-01-29  *  0.0416  0.0248  0.0161  149.42  111.38  1035.41  1.04  *  6.22  2.76  16.67  25.65  0.185  5601.82  260.80  0.90  897.76  *  *  *
Penola_0607Fertiliser750  2007-02-12  *  0.0433  0.0218  0.0171  174.86  146.71  1469.23  1.47  *  7.57  3.20  25.12  35.89  0.195  7534.57  321.57  1.08  1072.16  *  *  *
Penola_0607Fertiliser750  2007-02-26  *  0.0357  0.0173  0.0184  50.95  83.90  1432.77  1.43  *  1.82  1.45  26.36  29.63  0.201  7131.26  134.85  0.33  1231.09  *  *  *
Penola_0607Fertiliser750  2007-03-22  yield  *  *  0.0184  *  *  1372.19  1.37  *  *  *  25.25  *  0.201  6856.91  *  *  1532.16  *  *  *
MtBenson_0607Fertiliser0  2006-11-08  *  0.0673  0.0487  *  3.77  0.39  *  *  *  0.25  0.02  *  *  *  *  4.15  0.03  24.00  *  *  *
MtBenson_0607Fertiliser0  2006-11-15  *  0.0713  0.0556  *  8.65  1.13  *  *  *  0.62  0.06  *  *  *  *  9.78  0.07  103.80  *  *  *
MtBenson_0607Fertiliser0  2006-11-28  *  0.0568  0.0483  0.0180  68.82  12.59  23.66  0.02  *  3.91  0.61  0.43  4.94  0.151  157.27  81.41  0.45  261.00  *  *  *
MtBenson_0607Fertiliser0  2006-12-08  *  0.0525  0.0417  0.0169  106.53  23.18  107.04  0.11  *  5.60  0.97  1.81  8.37  0.171  625.58  129.72  0.66  379.13  *  *  *
MtBenson_0607Fertiliser0  2006-12-20  *  0.0444  0.0301  0.0169  206.09  45.01  231.76  0.23  *  9.16  1.36  3.92  14.43  0.170  1363.75  251.10  1.05  515.92  *  *  *
MtBenson_0607Fertiliser0  2007-01-05  *  0.0455  0.0269  0.0165  254.24  98.41  818.98  0.82  *  11.57  2.64  13.47  27.68  0.191  4318.94  352.65  1.42  700.19  *  *  *
MtBenson_0607Fertiliser0  2007-01-16  *  0.0394  0.0206  0.0146  283.81  126.64  1162.75  1.16  *  11.19  2.60  16.92  30.71  0.197  5907.39  410.44  1.38  840.49  *  *  *
MtBenson_0607Fertiliser0  2007-01-30  *  0.0319  0.0176  *  243.32  97.01  1635.09  1.64  *  7.76  1.70  *  *  0.219  7430.09  340.32  0.95  1042.07  *  *  *
MtBenson_0607Fertiliser0  2007-02-13  *  0.0287  0.0140  0.0159  175.82  98.10  1979.09  1.98  *  5.05  1.38  31.47  37.89  0.212  9305.79  273.92  0.64  1225.87  *  *  *
MtBenson_0607Fertiliser0  2007-04-02  yield  *  *  0.0159  *  *  1595.84  1.60  *  *  *  25.37  *  0.212  7537.38  *  *  1842.61  *  *  *
MtBenson_0607Fertiliser125  2006-11-28  *  0.0588  0.0495  0.0200  73.37  15.11  19.39  0.02  *  4.31  0.75  0.39  5.45  0.144  133.72  88.48  0.51  261.00  *  *  *
MtBenson_0607Fertiliser125  2006-12-08  *  0.0553  0.0401  0.0175  103.04  29.93  84.18  0.08  *  5.70  1.20  1.10  8.00  0.169  497.07  132.97  0.69  379.13  *  *  *
MtBenson_0607Fertiliser125  2006-12-20  *  0.0472  0.0380  0.0167  202.13  41.77  209.90  0.21  *  9.54  1.59  3.51  14.63  0.171  1226.80  243.89  1.11  515.92  *  *  *
MtBenson_0607Fertiliser125  2007-01-05  *  0.0457  0.0336  0.0166  241.88  86.38  691.31  0.69  *  11.05  2.90  11.48  25.43  0.190  3637.18  328.26  1.40  700.19  *  *  *
MtBenson_0607Fertiliser125  2007-01-16  *  0.0436  0.0275  0.0157  282.16  152.53  1024.12  1.02  *  12.30  4.19  16.08  32.58  0.195  5246.40  434.68  1.65  840.49  *  *  *
MtBenson_0607Fertiliser125  2007-01-30  *  0.0366  0.0200  *  285.93  123.23  1670.28  1.67  *  10.46  2.46  *  *  0.209  8004.57  409.16  1.29  1042.07  *  *  *
MtBenson_0607Fertiliser125  2007-02-13  *  0.0324  0.0186  0.0151  220.76  152.59  2181.64  2.18  *  5.36  2.13  32.94  40.44  0.210  10392.44  373.35  0.75  1225.87  *  *  *
MtBenson_0607Fertiliser125  2007-04-02  yield  *  *  0.0151  *  *  1834.18  1.83  *  *  *  27.70  *  0.218  8416.39  *  *  1842.61  *  *  *
MtBenson_0607Fertiliser250  2006-11-28  *  0.0595  0.0493  0.0205  66.04  13.20  20.93  0.02  *  3.93  0.65  0.43  5.01  0.147  142.72  79.24  0.46  261.00  *  *  *
MtBenson_0607Fertiliser250  2006-12-08  *  0.0514  0.0382  0.0163  115.87  30.24  90.99  0.09  *  5.96  1.16  1.48  8.59  0.172  526.26  146.10  0.71  379.13  *  *  *
MtBenson_0607Fertiliser250  2006-12-20  *  0.0475  0.0360  0.0164  176.32  53.14  252.99  0.25  *  8.38  1.91  4.15  14.44  0.175  1441.72  229.47  1.03  515.92  *  *  *
MtBenson_0607Fertiliser250  2007-01-05  *  0.0477  0.0326  0.0169  307.22  125.06  789.50  0.79  *  14.65  4.08  13.34  32.07  0.186  4253.18  432.28  1.87  700.19  *  *  *
MtBenson_0607Fertiliser250  2007-01-16  *  0.0412  0.0284  0.0158  306.48  129.24  1243.47  1.24  *  12.63  3.67  19.65  35.94  0.202  6139.26  435.72  1.63  840.49  *  *  *
MtBenson_0607Fertiliser250  2007-01-30  *  0.0389  0.0216  *  258.56  111.30  1756.35  1.76  *  10.06  2.40  *  *  0.210  8371.40  369.86  1.25  1042.07  *  *  *
MtBenson_0607Fertiliser250  2007-02-13  *  0.0348  0.0204  0.0143  237.83  126.35  2017.52  2.02  *  8.28  2.58  28.85  39.70  0.215  9413.07  364.18  1.09  1225.87  *  *  *
MtBenson_0607Fertiliser250  2007-04-02  yield  *  *  0.0143  *  *  1753.35  1.75  *  *  *  25.07  *  0.217  8092.47  *  *  1842.61  *  *  *
MtBenson_0607Fertiliser500  2006-11-28  *  0.0575  0.0477  0.0198  72.85  14.41  24.48  0.02  *  4.19  0.69  0.49  5.36  0.142  176.65  87.26  0.49  261.00  *  *  *
MtBenson_0607Fertiliser500  2006-12-08  *  0.0528  0.0417  0.0167  134.78  33.66  97.74  0.10  *  7.12  1.40  1.63  10.15  0.171  567.88  168.44  0.85  379.13  *  *  *
MtBenson_0607Fertiliser500  2006-12-20  *  0.0536  0.0372  0.0174  213.20  42.06  241.48  0.24  *  11.43  1.56  4.20  17.19  0.172  1398.08  255.26  1.30  515.92  *  *  *
MtBenson_0607Fertiliser500  2007-01-05  *  0.0467  0.0359  0.0176  270.61  102.09  771.14  0.77  *  12.64  3.67  13.57  29.87  0.190  4069.77  372.70  1.63  700.19  *  *  *
MtBenson_0607Fertiliser500  2007-01-16  *  0.0444  0.0286  0.0148  299.77  135.22  1098.99  1.10  *  13.31  3.87  16.27  33.44  0.197  5568.24  434.99  1.72  840.49  *  *  *
MtBenson_0607Fertiliser500  2007-01-30  *  0.0467  0.0290  *  297.43  133.35  1401.30  1.40  *  13.89  3.87  *  *  0.209  6682.59  430.78  1.78  1042.07  *  *  *
MtBenson_0607Fertiliser500  2007-02-13  *  0.0399  0.0235  0.0153  152.76  92.05  1935.87  1.94  *  6.09  2.16  29.62  37.88  0.213  9091.22  244.81  0.83  1225.87  *  *  *
MtBenson_0607Fertiliser500  2007-04-02  yield  *  *  0.0153  *  *  1742.49  1.74  *  *  *  26.66  *  0.217  8042.64  *  *  1842.61  *  *  *
Glenroy_0607Fertiliser0  2006-11-07  *  *  0.0595  *  4.57  0.48  *  *  *  *  0.03  *  *  *  *  5.05  *  0.00  *  *  *
Glenroy_0607Fertiliser0  2006-11-14  *  *  0.0467  *  18.44  2.08  *  *  *  *  0.10  *  *  *  *  20.52  *  80.59  *  *  *
Glenroy_0607Fertiliser0  2007-01-09  *  *  0.0218  0.0134  340.80  148.52  467.54  0.47  *  *  3.23  4.71  *  0.183  2590.91  489.32  *  685.78  *  *  *
Glenroy_0607Fertiliser0  2007-02-06  *  0.0326  0.0176  0.0148  266.79  218.05  947.88  0.95  *  8.70  3.83  14.05  26.58  0.190  4945.01  484.83  1.25  1024.46  *  *  *
Glenroy_0607Fertiliser0  2007-03-21  yield  *  *  0.0133  *  *  682.62  0.68  *  *  *  9.08  *  0.192  3540.07  *  *  1526.94  *  *  *
Glenroy_0607Fertiliser125  2007-01-09  *  0.0361  0.0249  0.0141  327.83  151.35  456.45  0.46  *  11.82  3.77  6.44  22.02  0.180  2511.78  479.18  1.56  685.78  *  *  *
Glenroy_0607Fertiliser125  2007-02-06  *  0.0385  0.0241  0.0159  263.02  222.13  991.53  0.99  *  10.12  5.35  15.73  31.20  0.189  5243.55  485.15  1.55  1024.46  *  *  *
Glenroy_0607Fertiliser125  2007-03-21  yield  *  *  0.0147  *  *  710.78  0.71  *  *  *  10.47  *  0.191  3704.04  *  *  1526.94  *  *  *
Glenroy_0607Fertiliser250  2007-01-09  *  0.0386  0.0271  0.0152  372.34  192.58  437.33  0.44  *  14.36  5.21  6.64  26.21  0.173  2506.73  564.92  1.96  685.78  *  *  *
Glenroy_0607Fertiliser250  2007-02-06  *  0.0453  0.0266  0.0170  321.64  357.98  669.59  0.67  *  14.55  9.50  11.40  35.46  0.180  3672.28  679.62  2.41  1024.46  *  *  *
Glenroy_0607Fertiliser250  2007-03-21  yield  *  *  0.0148  *  *  707.47  0.71  *  *  *  10.44  *  0.190  3675.59  *  *  1526.94  *  *  *
Glenroy_0607Fertiliser500  2007-01-09  *  0.0404  0.0291  0.0153  373.45  168.69  483.77  0.48  *  15.10  4.91  7.38  27.39  0.179  2683.50  542.14  2.00  685.78  *  *  *
Glenroy_0607Fertiliser500  2007-02-06  *  0.0424  0.0253  0.0168  344.11  313.95  810.80  0.81  *  14.58  7.95  13.62  36.15  0.185  4359.15  658.06  2.25  1024.46  *  *  *
Glenroy_0607Fertiliser500  2007-03-21  yield  *  *  0.0148  *  *  733.57  0.73  *  *  *  10.82  *  0.189  3870.03  *  *  1526.94  *  *  *
MtBenson_0506Fertiliser0  2005-11-22  *  0.0691  0.0544  0.0262  40.91  6.45  1.43  0.00  *  1.41  0.18  0.02  1.61  0.113  12.49  47.37  0.16  125.65  *  *  *
MtBenson_0506Fertiliser0  2005-11-30  *  0.0594  0.0482  0.0220  122.15  27.33  26.24  0.03  *  3.63  0.66  0.29  4.57  0.139  189.34  149.48  0.43  222.00  *  *  *
MtBenson_0506Fertiliser0  2005-12-07  *  0.0553  0.0374  0.0192  168.91  50.76  107.70  0.11  *  9.34  1.90  2.07  13.31  0.146  736.57  219.67  1.12  320.69  *  *  *
MtBenson_0506Fertiliser0  2005-12-20  *  0.0456  0.0229  0.0184  244.09  94.42  421.94  0.42  *  11.12  2.16  7.74  21.03  0.160  2629.63  338.51  1.33  493.13  *  *  *
MtBenson_0506Fertiliser0  2006-01-05  *  0.0394  0.0170  0.0159  240.70  129.90  1042.47  1.04  *  9.47  2.20  16.52  28.20  0.193  5388.89  370.60  1.17  706.84  *  *  *
MtBenson_0506Fertiliser0  2006-01-17  *  0.0305  0.0106  0.0150  209.66  99.93  1292.98  1.29  *  6.38  1.06  19.43  26.88  0.205  6311.73  309.59  0.74  868.00  *  *  *
MtBenson_0506Fertiliser0  2006-02-06  *  0.0287  0.0127  0.0144  167.50  98.69  1909.93  1.91  *  4.80  1.25  27.50  33.55  0.221  8666.67  266.18  0.60  1121.22  *  *  *
MtBenson_0506Fertiliser0  2006-02-15  *  *  *  0.0124  164.46  102.02  2274.23  2.27  *  *  *  28.26  *  0.240  9466.05  266.48  *  1243.23  *  *  *
MtBenson_0506Fertiliser0  2006-02-28  *  *  *  0.0142  76.59  88.75  2058.30  2.06  *  *  *  29.12  *  0.223  9302.47  165.34  *  1420.97  *  *  *
MtBenson_0506Fertiliser0  2006-03-07  yield  *  *  0.0150  *  *  1682.89  1.68  *  *  *  25.29  *  0.225  7466.82  *  *  1509.09  *  *  *
MtBenson_0506Fertiliser250  2005-11-22  *  0.0666  0.0551  0.0253  37.82  6.50  1.46  0.00  *  1.26  0.18  0.02  1.46  0.126  11.57  44.32  0.14  125.65  *  *  *
MtBenson_0506Fertiliser250  2005-11-30  *  0.0591  0.0467  0.0211  139.67  27.54  29.19  0.03  *  4.13  0.64  0.31  5.08  0.133  218.81  167.22  0.48  222.00  *  *  *
MtBenson_0506Fertiliser250  2005-12-07  *  0.0551  0.0389  0.0197  177.78  54.63  111.90  0.11  *  9.80  2.13  2.20  14.13  0.146  761.71  232.41  1.19  320.69  *  *  *
MtBenson_0506Fertiliser250  2005-12-20  *  0.0500  0.0292  0.0196  293.18  122.45  369.01  0.37  *  14.66  3.58  7.23  25.47  0.158  2336.42  415.64  1.82  493.13  *  *  *
MtBenson_0506Fertiliser250  2006-01-05  *  0.0508  0.0284  0.0180  238.84  130.49  844.43  0.84  *  12.13  3.71  15.20  31.04  0.184  4589.51  369.33  1.58  706.84  *  *  *
MtBenson_0506Fertiliser250  2006-01-17  *  0.0422  0.0228  0.0178  254.95  134.35  1139.37  1.14  *  8.07  2.30  20.28  30.65  0.194  5851.85  389.29  1.04  868.00  *  *  *
MtBenson_0506Fertiliser250  2006-02-06  *  0.0388  0.0251  0.0178  182.11  175.96  1743.25  1.74  *  5.30  3.31  31.03  39.64  0.207  8345.68  358.07  0.86  1121.22  *  *  *
MtBenson_0506Fertiliser250  2006-02-15  *  *  *  0.0149  147.40  133.93  2100.00  2.10  *  *  *  31.19  *  0.227  9250.00  281.33  *  1243.23  *  *  *
MtBenson_0506Fertiliser250  2006-02-28  *  *  *  0.0166  83.14  126.23  1847.81  1.85  *  *  *  30.67  *  0.214  8666.67  209.38  *  1420.97  *  *  *
MtBenson_0506Fertiliser250  2006-03-07  yield  *  *  0.0176  *  *  1890.55  1.89  *  *  *  33.27  *  0.216  8758.49  *  *  1509.09  *  *  *
MtBenson_0506Fertiliser276  2005-11-22  *  0.0683  0.0561  0.0289  35.21  5.21  0.57  0.00  *  1.20  0.15  0.01  1.36  0.117  4.87  40.42  0.13  125.65  *  *  *
MtBenson_0506Fertiliser276  2005-11-30  *  0.0588  0.0476  0.0204  112.84  23.70  24.42  0.02  *  3.32  0.56  0.25  4.13  0.137  178.26  136.54  0.39  222.00  *  *  *
MtBenson_0506Fertiliser276  2005-12-07  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  320.69  *  *  *
MtBenson_0506Fertiliser276  2005-12-20  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  493.13  *  *  *
MtBenson_0506Fertiliser276  2006-01-05  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  706.84  *  *  *
MtBenson_0506Fertiliser276  2006-01-17  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  868.00  *  *  *
MtBenson_0506Fertiliser276  2006-02-06  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  1121.22  *  *  *
MtBenson_0506Fertiliser276  2006-02-15  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  1243.23  *  *  *
