SimulationName	Clock.Today	FodderBeet.Leaf.LAI	FodderBeet.Leaf.Live.Nconc	FodderBeet.Leaf.Live.Wt	FodderBeet.Petiole.Live.Wt	FodderBeet.Petiole.Live.Nconc	FodderBeet.TotalDead.Wt	FodderBeet.TotalDead.Nconc	FodderBeet.StorageRoot.Live.Wt	FodderBeet.StorageRoot.Live.Nconc	FodderBeet.AboveGround.Wt	FodderBeet.AboveGround.N	FodderBeet.Leaf.Live.N	FodderBeet.Petiole.Live.N	FodderBeet.StorageRoot.Live.N	FodderBeet.Phenology.Stage	FodderBeet.Structure.LeafTipsAppeared	FodderBeet.Leaf.CoverTotal	Soil.Temperature(1)	Soil.Temperature(2)	Soil.Temperature(3)	Soil.Temperature(4)	Soil.Temperature(5)	Soil.Temperature(6)	Soil.Temperature(7)	Soil.SoilNitrogen.mineral_n(1)	Soil.SoilNitrogen.mineral_n(2)	Soil.SoilNitrogen.mineral_n(3)	Soil.SoilNitrogen.mineral_n(4)	Soil.SoilNitrogen.mineral_n(5)	Soil.SoilNitrogen.mineral_n(6)	Soil.SoilNitrogen.NH4(1)	Soil.SoilNitrogen.NH4(2)	Soil.SoilNitrogen.NH4(3)	Soil.SoilNitrogen.NH4(4)	Soil.SoilNitrogen.NH4(5)	Soil.SoilNitrogen.NH4(6)	Soil.SoilNitrogen.NO3(1)	Soil.SoilNitrogen.NO3(2)	Soil.SoilNitrogen.NO3(3)	Soil.SoilNitrogen.NO3(4)	Soil.SoilNitrogen.NO3(5)	Soil.SoilNitrogen.NO3(6)	Soil.SoilNitrogen.ProfileMineralN	Soil.SoilNitrogen.ProfileNO3	Soil.SoilNitrogen.ProfileNH4	Soil.SoilWater.SW(1)	Soil.SoilWater.SW(2)	Soil.SoilWater.SW(3)	Soil.SoilWater.SW(4)	Soil.SoilWater.SW(5)	Soil.SoilWater.SW(6)	Soil.SoilWater.SW(7)	Soil.SoilWater.ProfileWater	Nit	Irr
LincolnRS2016IrrFullNit50	2016-11-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.1074862	18.18371823	17.2979474	15.56799714	14.93804479	14.38458229	13.92846432	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2209125	0.243775	0.25048125	0.30428125	0.26725	0.24105625	0.13524375	429.196875	50	Full
LincolnRS2016IrrNilNit50	2016-11-20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.15383971	18.05119714	17.40462604	15.69024766	15.02264609	14.39601979	13.97269089	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.204	0.23895625	0.2494375	0.27605625	0.26136875	0.25211875	0.12255	414.9028125	50	Nil
LincolnRS2016IrrFullNit0	2016-11-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.32099935	19.10393516	18.0548474	15.98824193	15.17432057	14.43889974	14.00495651	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.207259375	0.24849375	0.2437625	0.237675	0.21958125	0.2645	0.17640625	410.9404688	0	Full
LincolnRS2016IrrNilNit0	2016-11-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.32754414	19.29823151	18.0916099	15.92912786	15.16402266	14.43975729	13.97424766	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.20981875	0.24260625	0.244475	0.2397125	0.2665	0.2848625	0.18733125	434.728125	0	Nil
LincolnRS2016IrrFullNit300	2016-11-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.11502044	19.14226771	18.07442786	15.84208828	15.04275391	14.39723984	13.96285703	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2169125	0.2302625	0.2685125	0.31293125	0.28164375	0.2113625	0.148075	433.83375	300	Full
LincolnRS2016IrrNilNit300	2016-11-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.4017849	18.90709193	17.98041849	15.94751458	15.09587005	14.36799167	13.99785573	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.208921875	0.2694875	0.2458	0.28736875	0.282525	0.2843	0.20458125	463.1339063	300	Nil
LincolnRS2016IrrFullNit50	2016-11-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.38494128	19.25588906	18.00263724	15.87026094	15.04945495	14.40627865	13.94634193	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.219946875	0.243725	0.2507	0.30425	0.26715	0.24109375	0.1353125	429.1026563	50	Full
LincolnRS2016IrrNilNit50	2016-11-21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.37813281	19.06619688	18.12402839	15.99138229	15.12856979	14.41641224	13.9887362	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.202878125	0.2390125	0.24965	0.27605625	0.2612875	0.25211875	0.12255	414.7823438	50	Nil
LincolnRS2016IrrFullNit0	2016-11-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.28094766	20.16866667	18.97964766	16.37351406	15.3401026	14.49911042	14.03575859	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.208503125	0.2484	0.24364375	0.23765625	0.2195375	0.26455625	0.176475	411.0960938	0	Full
LincolnRS2016IrrNilNit0	2016-11-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.05182227	20.84972578	19.23126823	16.32805104	15.33537031	14.49428411	14.00483177	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.20886875	0.242725	0.24483125	0.23981875	0.2664125	0.284925	0.18733125	434.7346875	0	Nil
LincolnRS2016IrrFullNit300	2016-11-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.99680938	20.15977292	19.01798359	16.2359237	15.21080078	14.45410104	13.99181406	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2191625	0.23008125	0.26884375	0.3130375	0.28168125	0.21134375	0.14806875	434.2790625	300	Full
LincolnRS2016IrrNilNit300	2016-11-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.22285417	20.39016589	19.10884557	16.35283359	15.26486432	14.42212891	14.02847786	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.207459375	0.269225	0.2458375	0.28739375	0.2824125	0.2842875	0.20458125	462.8564063	300	Nil
LincolnRS2016IrrFullNit50	2016-11-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.29141172	20.2979737	18.94471276	16.2656599	15.2183599	14.46698854	13.97764714	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.22081875	0.24384375	0.25094375	0.30428125	0.26703125	0.24105	0.1352875	429.2775	50	Full
LincolnRS2016IrrNilNit50	2016-11-22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.06956237	20.53653828	19.28147708	16.40120547	15.29273724	14.47082786	14.01846354	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.201528125	0.23891875	0.2498375	0.276125	0.26126875	0.25210625	0.1226	414.6482813	50	Nil
LincolnRS2016IrrFullNit0	2016-11-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.85033034	19.36173776	19.09793385	16.80818776	15.57281589	14.59402656	14.0892875	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.29549375	0.28558125	0.2583875	0.2378625	0.21965	0.2646875	0.17654375	434.300625	0	Full
LincolnRS2016IrrNilNit0	2016-11-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.16821068	20.79930547	19.87993359	16.85774714	15.58966797	14.58729453	14.05174271	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.206515625	0.2418125	0.2446125	0.239825	0.26653125	0.284975	0.1874	434.2523438	0	Nil
LincolnRS2016IrrFullNit300	2016-11-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.57016862	19.26999036	19.0420112	16.6714237	15.44939714	14.54978203	14.04182734	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.309340625	0.2771375	0.29938125	0.3135625	0.28154375	0.21135	0.14806875	464.1435938	300	Full
LincolnRS2016IrrNilNit300	2016-11-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.21019036	20.55218438	19.79398125	16.89185547	15.51789609	14.51681745	14.08069766	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.204453125	0.26866875	0.2456375	0.28760625	0.2826	0.28428125	0.20456875	462.3764063	300	Nil
LincolnRS2016IrrFullNit50	2016-11-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.73037435	19.36848073	19.10836667	16.71376641	15.45733958	14.56484688	14.03360964	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.30191875	0.28620625	0.25813125	0.3043125	0.2670375	0.241175	0.135275	449.998125	50	Full
LincolnRS2016IrrNilNit50	2016-11-23	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.15272227	20.67248438	19.90199661	16.94729427	15.54205052	14.56300781	14.06800859	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.19874375	0.23795	0.24975625	0.27628125	0.26140625	0.25215625	0.1226	414.1640625	50	Nil
LincolnRS2016IrrFullNit0	2016-11-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.35466836	16.70478255	17.3754737	16.94181771	15.80723255	14.72419948	14.16419349	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.285878125	0.28606875	0.26165625	0.2380375	0.21968125	0.2647125	0.17653125	433.9776563	0	Full
LincolnRS2016IrrNilNit0	2016-11-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.92165716	18.54138516	18.80344609	17.20004635	15.89121823	14.72553776	14.1240276	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.20396875	0.23975625	0.24378125	0.239875	0.26658125	0.28495625	0.187375	433.329375	0	Nil
LincolnRS2016IrrFullNit300	2016-11-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.19416654	16.57401484	17.3022401	16.80928047	15.69080729	14.68335573	14.11767292	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.29981875	0.2762625	0.29988125	0.31401875	0.28165	0.2113875	0.14806875	462.9140625	300	Full
LincolnRS2016IrrNilNit300	2016-11-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.94310299	18.60506979	18.80901458	17.22019271	15.81665729	14.65662396	14.15941068	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.202603125	0.2669625	0.24476875	0.28780625	0.28261875	0.28445625	0.20455625	461.6967188	300	Nil
LincolnRS2016IrrFullNit50	2016-11-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.21875833	16.57112917	17.40415755	16.84795885	15.70246068	14.70371406	14.11078776	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.295459375	0.28789375	0.264825	0.304925	0.26708125	0.24123125	0.13533125	451.5210938	50	Full
LincolnRS2016IrrNilNit50	2016-11-24	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.7934125	18.61301354	18.79533385	17.27035573	15.83837682	14.70166615	14.14468229	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.196559375	0.23641875	0.24886875	0.2762375	0.2614875	0.2521875	0.1226	413.3610938	50	Nil
LincolnRS2016IrrFullNit0	2016-11-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	4	*	17.00200208	16.69840807	16.61257396	16.60110339	15.87968333	14.85164479	14.2590276	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2723125	0.2855875	0.26363125	0.2380375	0.21973125	0.26483125	0.1765625	432.523125	0	Full
LincolnRS2016IrrNilNit0	2016-11-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	4.333333333	*	19.32278372	18.74710313	18.13447031	17.08488125	16.07599401	14.88542474	14.2229625	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.203446875	0.239525	0.24320625	0.2397	0.2666	0.2851	0.18741875	433.0532813	0	Nil
LincolnRS2016IrrFullNit300	2016-11-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	3.666666667	*	17.04920065	16.63293932	16.58215026	16.48753594	15.77120755	14.81744219	14.21230469	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.28623125	0.27445625	0.30046875	0.3141875	0.28163125	0.211375	0.14818125	460.85625	300	Full
LincolnRS2016IrrNilNit300	2016-11-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	4	*	19.47130169	18.55002656	18.1139974	17.07909063	15.997225	14.8142513	14.26415313	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.202434375	0.2663	0.24430625	0.28754375	0.282575	0.284475	0.20461875	461.3657813	300	Nil
LincolnRS2016IrrFullNit50	2016-11-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.06639518	16.69833438	16.62777526	16.50339818	15.78220651	14.83833802	14.20788385	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2833625	0.28615625	0.26849375	0.30525625	0.2670375	0.2412625	0.13540625	450.6646875	50	Full
LincolnRS2016IrrNilNit50	2016-11-25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.31617083	18.56351641	18.12610651	17.11757995	16.02561797	14.85984453	14.24841302	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.195853125	0.2356625	0.2483375	0.27608125	0.26150625	0.2523	0.12270625	413.0067188	50	Nil
LincolnRS2016IrrFullNit0	2016-11-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.24239232	17.34776432	16.9100737	16.36020313	15.8090724	14.92421901	14.34486745	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2602	0.2833	0.2642	0.2381375	0.21965625	0.26479375	0.17669375	430.569375	0	Full
LincolnRS2016IrrNilNit0	2016-11-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.19305352	19.93434271	18.95489948	17.05232161	16.12612786	15.01401667	14.33088672	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.201575	0.23920625	0.243075	0.2395375	0.26665	0.2852125	0.18745625	432.6965625	0	Nil
LincolnRS2016IrrFullNit300	2016-11-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.99310924	17.23494141	16.84665625	16.27704401	15.71026693	14.89686094	14.30252344	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.274303125	0.27108125	0.29994375	0.31435625	0.28146875	0.2112875	0.1481625	458.3732813	300	Full
LincolnRS2016IrrNilNit300	2016-11-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.3712026	19.65103411	18.89530677	17.05670521	16.04634375	14.93820729	14.37506615	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.200290625	0.26568125	0.244025	0.28743125	0.2825625	0.284525	0.2046	460.8389063	300	Nil
LincolnRS2016IrrFullNit50	2016-11-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.1130138	17.18375599	16.84110938	16.28356589	15.7212849	14.91891094	14.29994401	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.272271875	0.2826	0.26968125	0.305525	0.2670375	0.2413	0.13538125	448.9082813	50	Full
LincolnRS2016IrrNilNit50	2016-11-26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.23135964	19.72954271	18.96670599	17.09549453	16.07871042	14.98829818	14.35931302	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.19385	0.23485	0.24815	0.27590625	0.26155625	0.2522625	0.12268125	412.471875	50	Nil
LincolnRS2016IrrFullNit0	2016-11-27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.61566328	17.49536693	17.11341745	16.3242599	15.75470417	14.95065495	14.40720417	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.252225	0.28099375	0.26406875	0.2382875	0.2196	0.264775	0.176675	429.0046875	0	Full
LincolnRS2016IrrNilNit0	2016-11-27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.56211094	19.43760313	18.8911263	17.2285763	16.21498073	15.11061953	14.42744219	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.199578125	0.23794375	0.24248125	0.23949375	0.266625	0.2852625	0.18750625	432.0389063	0	Nil
LincolnRS2016IrrFullNit300	2016-11-27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.15766745	17.4083263	17.05007422	16.24209531	15.66640573	14.92735599	14.36605729	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.26649375	0.267775	0.29884375	0.31449375	0.2815	0.2112625	0.1481625	456.4190625	300	Full
LincolnRS2016IrrNilNit300	2016-11-27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.74283724	19.23491354	18.85159219	17.23930443	16.13588984	15.03174036	14.47010339	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1986125	0.26484375	0.2435	0.28735	0.282575	0.28449375	0.2047125	460.3078125	300	Nil
LincolnRS2016IrrFullNit50	2016-11-27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	16.33790742	17.36866589	17.0322526	16.27103828	15.68000573	14.9529638	14.36335469	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.264753125	0.2790125	0.269975	0.30575625	0.2670375	0.241375	0.13535625	447.4148438	50	Full
LincolnRS2016IrrNilNit50	2016-11-27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.62111497	19.32249036	18.91003724	17.28276589	16.16689297	15.08612318	14.458025	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1918125	0.23373125	0.2474875	0.27585625	0.26155	0.2523125	0.1228	411.8334375	50	Nil
LincolnRS2016IrrFullNit0	2016-11-28	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.56255091	17.81706589	17.26302474	16.33853177	15.74786536	14.96867448	14.44783099	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2458125	0.27846875	0.26354375	0.238475	0.21965	0.264775	0.17666875	427.5759375	0	Full
LincolnRS2016IrrNilNit0	2016-11-28	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.31439049	19.40699479	18.72214271	17.29751953	16.32269115	15.20653854	14.51676667	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.1981375	0.23734375	0.24188125	0.23935	0.2666125	0.285375	0.18751875	431.5434375	0	Nil
LincolnRS2016IrrFullNit300	2016-11-28	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.13045586	17.78728984	17.23579948	16.2409638	15.66005573	14.94983151	14.41058151	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.260525	0.2648375	0.29743125	0.31468125	0.28153125	0.21125625	0.1481375	454.715625	300	Full
LincolnRS2016IrrNilNit300	2016-11-28	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.48867435	19.13291302	18.69068516	17.29553021	16.24269714	15.12727969	14.55821432	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.196671875	0.264	0.24293125	0.28731875	0.2826375	0.2845375	0.2046625	459.7270313	300	Nil
LincolnRS2016IrrFullNit50	2016-11-28	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	17.25058633	17.78785339	17.21000234	16.29351615	15.6850888	14.97575208	14.41162526	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.25899375	0.27585625	0.2695875	0.306025	0.26715625	0.24135625	0.1353375	446.06625	50	Full
LincolnRS2016IrrNilNit50	2016-11-28	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.41286953	19.22539297	18.72471563	17.34169323	16.27643984	15.18343776	14.54592813	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.19	0.23251875	0.2467625	0.27570625	0.261525	0.25231875	0.12284375	411.1246875	50	Nil
LincolnRS2016IrrFullNit0	2016-11-29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.0726332	19.31527708	18.30799583	16.47047214	15.77118438	14.98957448	14.48230104	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2399	0.2757125	0.2633	0.23873125	0.21971875	0.26485	0.17679375	426.36	0	Full
LincolnRS2016IrrNilNit0	2016-11-29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.72611133	20.64952005	19.52962109	17.39693281	16.40452552	15.29828646	14.60022005	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.196496875	0.23651875	0.241625	0.23924375	0.2666375	0.2852625	0.18753125	431.0423438	0	Nil
LincolnRS2016IrrFullNit300	2016-11-29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	19.84873385	19.36118594	18.33231667	16.37307214	15.67922161	14.97286615	14.44907005	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.254884375	0.2618625	0.296125	0.31495	0.28153125	0.21120625	0.1481625	453.1045313	300	Full
LincolnRS2016IrrNilNit300	2016-11-29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.85522266	20.28105417	19.44576745	17.40334115	16.32096016	15.21781667	14.64349375	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.19458125	0.2629625	0.24265	0.28730625	0.28248125	0.2845375	0.2046	459.1040625	300	Nil
LincolnRS2016IrrFullNit50	2016-11-29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.03845664	19.40253047	18.24450417	16.42098828	15.71214193	15.00333724	14.45006589	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.25279375	0.27289375	0.2692875	0.306125	0.26721875	0.2413625	0.13540625	444.673125	50	Full
LincolnRS2016IrrNilNit50	2016-11-29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.84628398	20.38639036	19.52584661	17.45022917	16.36080182	15.27774427	14.63278307	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.18785	0.23134375	0.24639375	0.27558125	0.2615375	0.2523125	0.12283125	410.4759375	50	Nil
LincolnRS2016IrrFullNit0	2016-11-30	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.10288255	17.77068828	18.05646615	16.79525156	15.87872813	15.02862292	14.51919349	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.234421875	0.27231875	0.262125	0.239025	0.219775	0.264825	0.17679375	424.7742188	0	Full
LincolnRS2016IrrNilNit0	2016-11-30	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.34406706	18.75388776	19.05626042	17.6530125	16.53168698	15.38678385	14.6810901	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.19271875	0.2345125	0.24045625	0.23925625	0.2666	0.28539375	0.18764375	429.8896875	0	Nil
LincolnRS2016IrrFullNit300	2016-11-30	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.56067188	17.66573854	17.99692786	16.69184531	15.78438411	15.00907031	14.48606745	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.24945625	0.257225	0.29395	0.3152375	0.2816375	0.21125625	0.1481625	451.0753125	300	Full
LincolnRS2016IrrNilNit300	2016-11-30	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.31376107	18.77497526	19.03770859	17.66180104	16.44878021	15.30563932	14.72451276	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.192071875	0.26123125	0.2413875	0.28725625	0.28256875	0.2846375	0.20458125	458.1248438	300	Nil
LincolnRS2016IrrFullNit50	2016-11-30	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	14.60740365	17.64086849	18.0276237	16.74496094	15.82197422	15.04534089	14.49050234	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.246971875	0.26895625	0.2680375	0.306275	0.267325	0.24144375	0.1354875	442.9598438	50	Full
LincolnRS2016IrrNilNit50	2016-11-30	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.2602931	18.79142214	19.01054609	17.71566432	16.48573099	15.36739948	14.71596901	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.18488125	0.22986875	0.245425	0.2755875	0.26151875	0.252375	0.12288125	409.54875	50	Nil
LincolnRS2016IrrFullNit0	2016-12-01	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.35758385	16.62687656	16.85808932	16.74387396	16.00317943	15.0970138	14.56411146	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.23086875	0.26946875	0.260475	0.239125	0.22003125	0.264875	0.17676875	423.433125	0	Full
LincolnRS2016IrrNilNit0	2016-12-01	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.8028862	17.53190625	17.77114245	17.52469635	16.64277318	15.4873474	14.762875	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.191184375	0.23304375	0.23925625	0.23901875	0.26665625	0.28541875	0.187625	429.0267188	0	Nil
LincolnRS2016IrrFullNit300	2016-12-01	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.1505707	16.551725	16.79899167	16.63103516	15.90800182	15.08125156	14.53536563	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.245815625	0.25446875	0.291625	0.3152375	0.2816625	0.21124375	0.14821875	449.4389063	300	Full
LincolnRS2016IrrNilNit300	2016-12-01	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.84976341	17.51281536	17.76073333	17.50816979	16.55810755	15.40464688	14.80521536	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.19111875	0.26005625	0.24078125	0.2869875	0.28249375	0.284625	0.20465	457.5375	300	Nil
LincolnRS2016IrrFullNit50	2016-12-01	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.1630401	16.53561823	16.84846823	16.67737318	15.94611146	15.11938438	14.54281797	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.243325	0.265875	0.26644375	0.3062875	0.2674625	0.241475	0.13554375	441.54375	50	Full
